team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CGY,2013,CGY,CGY,Team Level,other,82,0.47,0.55,0.54,9613.0,136.54,20.27,9.55,28.14,4.54,75.32,53.44,19.1,20.27,19.1,123.0,72.0,90.0,285.0,17.0,9.0,3.0,33.0,4.0,65.0,67.0,106.0,178.0,3.0,4.0,127.0,32.0,23.0,24.0,131.0,39.0,25.0,4.23,5.06,10.98,5.0,6.0,6.0,285.0,195.0,195.0,8.0,2.64,2.5,2.5,20.15,20.15,19.23,115.12,22.68,7.61,21.92,3.8,58.97,46.16,21.47,22.68,21.47,106.0,57.0,67.0,230.0,20.0,12.0,4.0,17.0,4.0,61.0,49.0,86.0,143.0,15.0,35.0,153.0,35.0,20.0,27.0,91.0,37.0,35.0,3.39,4.93,14.36,3.0,5.0,12.0,230.0,163.0,163.0,16.0,2.07,3.43,3.43,21.18,21.18,20.34
CGY,2013,CGY,CGY,Team Level,all,82,0.48,0.47,0.48,299703.0,2204.0,197.33,147.49,513.51,71.49,1234.26,915.05,188.83,197.11,188.6,2199.0,925.0,1119.0,4243.0,202.0,139.0,31.0,573.0,45.0,910.0,1255.0,1997.0,2922.0,302.0,712.0,2253.0,1708.0,575.0,738.0,2428.0,508.0,188.0,69.38,61.92,66.03,79.0,62.0,61.0,4206.06,3124.0,3104.73,416.0,32.33,32.81,33.83,192.7,192.28,187.37,2370.36,214.77,161.41,546.62,77.14,1310.05,981.11,204.55,216.56,206.28,2347.0,974.0,1423.0,4744.0,238.0,166.0,41.0,553.0,60.0,1045.0,1259.0,2109.0,3083.0,311.0,726.0,2619.0,1463.0,532.0,753.0,2522.0,592.0,207.0,73.83,72.37,68.57,85.0,80.0,73.0,4798.79,3321.0,3356.65,417.0,35.14,36.33,37.06,210.83,212.45,206.25
CGY,2013,CGY,CGY,Team Level,5on5,82,0.47,0.46,0.48,245179.0,1717.91,131.55,108.97,416.95,55.82,965.49,725.76,128.62,131.33,128.4,1731.0,710.0,882.0,3323.0,137.0,99.0,21.0,462.0,33.0,695.0,1015.0,1594.0,2304.0,268.0,640.0,1752.0,1591.0,475.0,619.0,1954.0,386.0,101.0,56.68,46.42,28.46,62.0,45.0,30.0,3286.06,2441.0,2421.73,367.0,22.33,21.37,22.39,128.96,128.53,127.36,1914.53,150.41,124.92,457.18,62.11,1052.17,799.89,146.63,152.2,148.35,1890.0,781.0,1179.0,3850.0,172.0,119.0,28.0,462.0,49.0,831.0,1038.0,1718.0,2499.0,266.0,628.0,2013.0,1340.0,449.0,598.0,2095.0,456.0,120.0,61.27,56.0,33.15,70.0,62.0,40.0,3904.79,2671.0,2706.65,359.0,25.67,25.96,26.69,147.71,149.33,147.49
CGY,2013,CGY,CGY,Team Level,4on5,82,0.16,0.13,0.15,22622.0,58.32,7.42,3.15,8.51,1.74,16.42,38.81,7.09,7.42,7.09,60.0,17.0,13.0,90.0,12.0,6.0,3.0,10.0,0.0,10.0,39.0,48.0,65.0,11.0,22.0,182.0,50.0,56.0,40.0,46.0,19.0,12.0,1.49,2.5,3.44,2.0,5.0,5.0,90.0,77.0,77.0,36.0,0.74,1.59,1.59,6.5,6.5,6.47,298.81,39.04,27.23,62.07,10.08,186.73,98.11,33.83,39.04,33.83,303.0,124.0,168.0,595.0,40.0,34.0,8.0,68.0,7.0,147.0,131.0,263.0,387.0,18.0,36.0,253.0,25.0,15.0,90.0,285.0,92.0,50.0,8.04,10.46,20.54,8.0,11.0,21.0,595.0,427.0,427.0,8.0,7.0,6.77,6.77,39.08,39.08,35.58
CGY,2013,CGY,CGY,Team Level,5on4,82,0.94,0.89,0.87,22289.0,291.23,38.09,25.82,59.92,9.39,177.03,97.03,34.01,38.09,34.01,285.0,126.0,134.0,545.0,36.0,25.0,4.0,68.0,8.0,140.0,134.0,249.0,375.0,20.0,46.0,192.0,35.0,21.0,55.0,297.0,64.0,50.0,6.98,7.95,23.15,10.0,6.0,20.0,545.0,411.0,411.0,5.0,6.63,7.35,7.35,37.1,37.1,34.32,41.9,2.63,1.65,5.45,1.15,12.18,36.94,2.62,2.63,2.62,48.0,12.0,9.0,69.0,6.0,1.0,1.0,6.0,0.0,6.0,41.0,42.0,54.0,12.0,27.0,200.0,63.0,48.0,38.0,51.0,7.0,2.0,1.13,0.98,0.53,4.0,2.0,0.0,69.0,60.0,60.0,34.0,0.4,0.18,0.18,2.86,2.86,2.84
S.J,2013,S.J,S.J,Team Level,other,82,0.61,0.53,0.53,10167.0,167.26,29.45,11.58,31.94,5.53,90.99,60.5,25.99,29.45,25.99,166.0,64.0,74.0,304.0,23.0,15.0,4.0,35.0,4.0,87.0,66.0,143.0,207.0,7.0,14.0,160.0,39.0,22.0,39.0,129.0,64.0,37.0,4.29,7.97,17.19,1.0,11.0,11.0,304.0,230.0,230.0,14.0,3.34,6.37,6.89,25.91,25.91,24.26,146.66,18.55,8.76,30.39,4.65,78.1,63.54,18.04,18.55,18.04,146.0,58.0,62.0,266.0,15.0,5.0,0.0,30.0,6.0,64.0,84.0,131.0,189.0,11.0,22.0,128.0,48.0,27.0,42.0,144.0,41.0,19.0,4.84,4.98,8.72,5.0,4.0,6.0,266.0,204.0,204.0,25.0,2.4,1.03,1.03,19.91,19.91,19.48
S.J,2013,S.J,S.J,Team Level,all,82,0.59,0.54,0.56,301263.0,2866.84,266.74,198.96,661.87,95.35,1616.88,1159.22,252.54,269.14,254.91,2851.0,1148.0,1380.0,5379.0,239.0,220.0,45.0,692.0,93.0,1350.0,1405.0,2612.0,3760.0,279.0,657.0,2747.0,1632.0,641.0,833.0,3026.0,701.0,272.0,87.51,86.65,92.56,70.0,85.0,84.0,5462.58,3999.0,4050.03,410.0,43.99,52.75,56.0,254.72,257.05,248.13,2297.01,186.26,151.49,533.66,74.57,1280.32,979.69,180.07,185.53,179.33,2282.0,924.0,1286.0,4492.0,193.0,136.0,34.0,608.0,79.0,999.0,1191.0,2089.0,3013.0,342.0,789.0,2457.0,1960.0,531.0,833.0,2515.0,529.0,162.0,67.78,63.27,55.2,65.0,73.0,55.0,4434.53,3206.0,3176.61,463.0,32.93,27.3,29.51,189.68,188.92,185.99
S.J,2013,S.J,S.J,Team Level,5on5,82,0.57,0.54,0.54,243100.0,2173.91,176.62,142.4,522.5,71.86,1219.65,900.98,170.13,179.04,172.51,2147.0,887.0,1065.0,4099.0,161.0,157.0,32.0,555.0,72.0,992.0,1097.0,1986.0,2873.0,242.0,580.0,2114.0,1515.0,535.0,677.0,2371.0,504.0,159.0,69.34,61.84,45.44,59.0,59.0,43.0,4182.58,3034.0,3085.03,365.0,29.27,34.72,37.8,168.09,170.42,166.87,1819.01,131.55,115.91,439.64,59.2,1015.23,777.46,128.56,130.82,127.84,1809.0,730.0,1019.0,3558.0,142.0,110.0,28.0,502.0,64.0,781.0,940.0,1667.0,2397.0,298.0,698.0,1915.0,1795.0,436.0,660.0,2042.0,397.0,100.0,55.71,48.16,27.68,53.0,59.0,30.0,3500.53,2539.0,2509.61,375.0,23.74,22.13,23.38,131.91,131.14,129.7
S.J,2013,S.J,S.J,Team Level,4on5,82,0.16,0.13,0.16,20864.0,52.52,5.95,2.67,6.99,1.57,15.25,37.57,5.76,5.95,5.76,55.0,15.0,14.0,84.0,8.0,6.0,2.0,7.0,3.0,7.0,39.0,47.0,62.0,7.0,14.0,181.0,42.0,52.0,29.0,45.0,16.0,9.0,1.28,2.19,2.48,1.0,5.0,2.0,84.0,70.0,70.0,22.0,0.62,1.36,1.36,5.2,5.2,5.19,268.75,30.54,24.05,55.19,8.9,169.38,90.96,27.9,30.54,27.9,257.0,122.0,176.0,555.0,31.0,19.0,4.0,67.0,6.0,142.0,114.0,226.0,348.0,19.0,38.0,195.0,35.0,16.0,76.0,271.0,74.0,34.0,5.99,8.14,16.41,7.0,7.0,17.0,555.0,379.0,379.0,15.0,6.16,3.74,4.67,32.03,32.03,31.0
S.J,2013,S.J,S.J,Team Level,5on4,82,0.91,0.89,0.89,27132.0,473.14,54.71,42.29,100.44,16.39,291.01,160.16,50.66,54.71,50.66,483.0,182.0,227.0,892.0,47.0,42.0,7.0,95.0,14.0,264.0,203.0,436.0,618.0,23.0,49.0,292.0,36.0,32.0,88.0,481.0,117.0,67.0,12.61,14.65,27.45,9.0,10.0,28.0,892.0,665.0,665.0,9.0,10.74,10.3,9.95,55.5,55.5,51.82,62.6,5.62,2.77,8.44,1.83,17.6,47.73,5.57,5.62,5.57,70.0,14.0,29.0,113.0,5.0,2.0,2.0,9.0,3.0,12.0,53.0,65.0,79.0,14.0,31.0,219.0,82.0,52.0,55.0,58.0,17.0,9.0,1.24,1.99,2.39,0.0,3.0,2.0,113.0,84.0,84.0,48.0,0.64,0.4,0.43,5.83,5.83,5.81
