team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2013,VAN,VAN,Team Level,other,82,0.4,0.48,0.48,10604.0,156.81,20.62,10.25,33.41,5.08,82.8,64.96,19.22,20.62,19.22,154.0,65.0,71.0,290.0,12.0,6.0,3.0,44.0,7.0,80.0,70.0,142.0,207.0,16.0,33.0,152.0,46.0,34.0,23.0,157.0,35.0,27.0,6.04,3.95,10.63,5.0,1.0,6.0,290.0,219.0,219.0,12.0,2.84,2.15,2.21,21.12,21.12,20.21,167.16,31.5,12.27,30.58,5.69,93.13,59.82,30.12,31.5,30.12,165.0,68.0,77.0,310.0,34.0,9.0,4.0,28.0,5.0,72.0,85.0,131.0,199.0,14.0,28.0,170.0,56.0,36.0,26.0,126.0,61.0,46.0,4.45,7.51,19.54,4.0,9.0,21.0,310.0,233.0,233.0,13.0,3.52,3.93,4.54,30.48,30.48,29.47
VAN,2013,VAN,VAN,Team Level,all,82,0.5,0.52,0.52,300471.0,2525.57,205.72,171.22,592.2,84.26,1420.6,1082.14,197.69,205.87,197.81,2527.0,1031.0,1249.0,4807.0,191.0,166.0,43.0,608.0,91.0,1199.0,1303.0,2336.0,3367.0,362.0,851.0,2534.0,1710.0,524.0,538.0,2832.0,541.0,185.0,76.83,64.35,64.53,74.0,56.0,61.0,4788.95,3558.0,3549.66,365.0,37.86,37.39,41.27,202.17,202.05,197.31,2336.47,207.88,159.45,542.06,78.7,1322.48,963.41,201.48,208.48,202.07,2328.0,946.0,1217.0,4491.0,216.0,140.0,36.0,602.0,102.0,1013.0,1201.0,2112.0,3058.0,338.0,808.0,2399.0,1925.0,542.0,632.0,2501.0,586.0,187.0,71.05,71.76,65.07,62.0,75.0,79.0,4512.23,3274.0,3290.6,406.0,35.18,32.63,36.6,206.46,207.43,203.77
VAN,2013,VAN,VAN,Team Level,5on5,82,0.5,0.51,0.52,239569.0,1934.53,137.66,123.4,467.84,63.97,1078.03,846.11,133.19,137.81,133.31,1917.0,800.0,984.0,3701.0,139.0,125.0,26.0,470.0,68.0,904.0,1011.0,1778.0,2578.0,310.0,735.0,1951.0,1565.0,410.0,425.0,2203.0,409.0,105.0,59.74,48.79,29.14,62.0,46.0,31.0,3682.95,2717.0,2708.66,302.0,25.31,25.02,26.51,136.47,136.34,134.26,1820.45,139.41,117.42,438.98,61.15,1021.55,767.49,135.51,140.0,136.11,1833.0,713.0,963.0,3509.0,142.0,106.0,25.0,503.0,81.0,783.0,931.0,1691.0,2404.0,288.0,705.0,1786.0,1750.0,416.0,490.0,2014.0,430.0,102.0,56.93,52.66,29.82,53.0,55.0,34.0,3530.23,2546.0,2562.6,347.0,24.08,23.12,26.14,137.35,138.33,136.48
VAN,2013,VAN,VAN,Team Level,4on5,82,0.12,0.14,0.14,25676.0,51.42,4.43,2.42,7.14,1.52,15.59,41.91,4.37,4.43,4.37,54.0,19.0,21.0,94.0,5.0,3.0,1.0,7.0,2.0,10.0,46.0,49.0,68.0,10.0,22.0,182.0,67.0,67.0,51.0,52.0,18.0,3.0,1.43,2.12,0.89,1.0,3.0,1.0,94.0,73.0,73.0,48.0,0.56,0.76,0.76,4.23,4.23,4.21,306.59,32.23,27.49,66.93,10.47,195.9,102.99,31.1,32.23,31.1,283.0,153.0,164.0,600.0,36.0,24.0,6.0,61.0,14.0,152.0,149.0,247.0,400.0,25.0,53.0,234.0,37.0,27.0,77.0,326.0,79.0,31.0,8.77,9.78,13.68,5.0,10.0,21.0,600.0,436.0,436.0,10.0,7.06,5.27,5.61,33.67,33.67,32.88
VAN,2013,VAN,VAN,Team Level,5on4,82,0.9,0.91,0.9,24622.0,382.8,43.0,35.15,83.8,13.69,244.19,129.16,40.91,43.0,40.91,402.0,147.0,173.0,722.0,35.0,32.0,13.0,87.0,14.0,205.0,176.0,367.0,514.0,26.0,61.0,249.0,32.0,13.0,39.0,420.0,79.0,50.0,9.63,9.5,23.88,6.0,6.0,23.0,722.0,549.0,549.0,3.0,9.15,9.46,11.8,40.37,40.37,38.63,42.28,4.75,2.28,5.57,1.4,11.89,33.12,4.74,4.75,4.74,47.0,12.0,13.0,72.0,4.0,1.0,1.0,10.0,2.0,6.0,36.0,43.0,55.0,11.0,22.0,209.0,82.0,63.0,39.0,35.0,16.0,8.0,0.9,1.81,2.04,0.0,1.0,3.0,72.0,59.0,59.0,36.0,0.52,0.31,0.31,4.96,4.96,4.95
NYR,2013,NYR,NYR,Team Level,other,82,0.51,0.52,0.51,14084.0,157.08,24.14,10.44,30.73,5.14,86.12,62.41,22.85,24.14,22.85,151.0,68.0,76.0,295.0,21.0,8.0,1.0,26.0,4.0,88.0,72.0,130.0,198.0,17.0,37.0,161.0,51.0,15.0,30.0,136.0,52.0,31.0,4.61,6.16,13.39,5.0,5.0,11.0,295.0,219.0,219.0,15.0,2.98,2.52,2.37,24.75,24.75,23.59,152.11,23.26,10.46,30.19,4.92,82.85,57.33,21.87,23.26,21.87,142.0,67.0,65.0,274.0,17.0,14.0,2.0,30.0,8.0,74.0,66.0,125.0,192.0,12.0,26.0,162.0,43.0,24.0,23.0,142.0,30.0,37.0,4.49,3.48,15.3,4.0,1.0,12.0,274.0,209.0,209.0,12.0,2.96,3.78,4.1,22.12,22.12,21.45
NYR,2013,NYR,NYR,Team Level,all,82,0.52,0.53,0.53,298013.0,2661.59,226.0,178.9,605.96,87.02,1500.48,1113.63,218.76,226.41,219.17,2719.0,993.0,1262.0,4974.0,214.0,168.0,32.0,640.0,87.0,1207.0,1396.0,2505.0,3498.0,315.0,707.0,2396.0,1905.0,564.0,706.0,2847.0,686.0,179.0,78.33,83.53,64.16,73.0,75.0,66.0,4989.38,3712.0,3723.59,414.0,39.26,37.35,38.5,226.77,227.28,222.45,2383.86,211.53,159.66,543.38,77.26,1321.28,997.89,203.55,211.94,203.95,2411.0,900.0,1119.0,4430.0,190.0,165.0,35.0,519.0,87.0,1060.0,1290.0,2221.0,3121.0,348.0,770.0,2512.0,1847.0,485.0,681.0,2523.0,585.0,203.0,71.49,72.94,67.1,64.0,67.0,59.0,4427.0,3311.0,3311.93,399.0,34.96,40.35,41.44,205.05,205.24,201.62
NYR,2013,NYR,NYR,Team Level,5on5,82,0.51,0.52,0.53,237777.0,2083.96,156.98,134.49,490.31,68.15,1163.17,881.9,152.24,157.37,152.64,2130.0,765.0,962.0,3857.0,143.0,139.0,23.0,527.0,71.0,903.0,1112.0,1987.0,2752.0,266.0,608.0,1825.0,1758.0,478.0,560.0,2267.0,528.0,100.0,63.62,64.56,28.8,58.0,59.0,26.0,3872.38,2895.0,2906.59,356.0,27.62,28.35,29.85,154.74,155.24,152.63,1883.05,148.26,120.41,445.61,61.19,1044.01,796.52,143.12,148.66,143.51,1894.0,722.0,890.0,3506.0,136.0,124.0,27.0,421.0,70.0,840.0,1025.0,1758.0,2480.0,301.0,676.0,1925.0,1711.0,374.0,549.0,2033.0,462.0,121.0,56.76,57.76,33.74,52.0,54.0,30.0,3503.0,2616.0,2616.93,340.0,24.71,28.22,28.99,143.98,144.17,142.02
NYR,2013,NYR,NYR,Team Level,4on5,82,0.12,0.13,0.15,21490.0,51.43,4.72,2.47,6.83,1.5,15.13,40.35,4.61,4.72,4.61,55.0,16.0,14.0,85.0,10.0,3.0,1.0,5.0,2.0,8.0,43.0,45.0,61.0,13.0,26.0,160.0,60.0,52.0,34.0,52.0,14.0,5.0,1.49,1.76,1.47,4.0,4.0,2.0,85.0,71.0,71.0,34.0,0.56,0.81,0.81,4.48,4.48,4.46,288.18,33.35,25.85,59.98,9.36,177.16,97.29,32.06,33.35,32.06,311.0,92.0,145.0,548.0,31.0,24.0,6.0,61.0,8.0,133.0,146.0,280.0,372.0,21.0,42.0,205.0,19.0,20.0,67.0,296.0,71.0,36.0,8.71,9.14,15.51,7.0,9.0,15.0,548.0,403.0,403.0,7.0,6.6,7.68,7.68,32.28,32.28,31.52
NYR,2013,NYR,NYR,Team Level,5on4,82,0.86,0.88,0.86,24662.0,369.12,40.16,31.5,78.1,12.21,236.06,128.98,39.07,40.16,39.07,383.0,144.0,210.0,737.0,40.0,18.0,7.0,82.0,10.0,208.0,169.0,343.0,487.0,19.0,36.0,250.0,36.0,19.0,82.0,392.0,92.0,43.0,8.61,11.06,20.5,6.0,7.0,27.0,737.0,527.0,527.0,9.0,8.11,5.66,5.46,42.81,42.81,41.78,60.52,6.66,2.94,7.6,1.8,17.27,46.74,6.5,6.66,6.5,64.0,19.0,19.0,102.0,6.0,3.0,0.0,7.0,1.0,13.0,53.0,58.0,77.0,14.0,26.0,220.0,74.0,67.0,42.0,52.0,22.0,9.0,1.54,2.57,2.55,1.0,3.0,2.0,102.0,83.0,83.0,40.0,0.68,0.67,0.67,6.66,6.66,6.64
TOR,2013,TOR,TOR,Team Level,other,82,0.45,0.5,0.47,10356.0,154.75,26.39,10.44,29.87,5.11,84.39,58.82,24.77,26.39,24.77,143.0,72.0,83.0,298.0,21.0,9.0,4.0,31.0,8.0,79.0,67.0,122.0,194.0,10.0,23.0,154.0,85.0,31.0,33.0,135.0,46.0,34.0,4.64,5.7,16.05,2.0,4.0,15.0,298.0,215.0,215.0,12.0,2.9,4.12,5.13,24.16,24.16,23.52,173.27,32.64,10.76,35.43,5.79,86.77,67.68,31.77,32.64,31.77,168.0,72.0,60.0,300.0,28.0,7.0,2.0,48.0,7.0,85.0,65.0,140.0,212.0,10.0,23.0,160.0,69.0,30.0,34.0,149.0,47.0,44.0,5.08,6.01,21.56,4.0,5.0,19.0,300.0,240.0,240.0,20.0,3.03,2.57,2.59,33.01,33.01,32.25
TOR,2013,TOR,TOR,Team Level,all,82,0.43,0.44,0.43,300435.0,2275.62,204.63,155.13,520.05,73.44,1265.77,937.99,197.48,204.31,197.19,2292.0,865.0,1108.0,4265.0,222.0,142.0,38.0,537.0,84.0,1050.0,1122.0,2070.0,2935.0,363.0,882.0,2574.0,2592.0,600.0,892.0,2378.0,604.0,175.0,69.52,74.06,61.05,76.0,71.0,75.0,4241.21,3157.0,3143.57,597.0,34.32,31.44,34.78,204.17,203.7,199.69,3013.58,272.82,201.22,704.6,100.58,1695.1,1253.8,262.28,274.98,264.36,2945.0,1285.0,1278.0,5508.0,252.0,169.0,33.0,796.0,132.0,1464.0,1417.0,2693.0,3978.0,345.0,840.0,2759.0,2191.0,600.0,816.0,3217.0,769.0,244.0,92.2,94.38,86.23,87.0,85.0,80.0,5555.49,4230.0,4262.35,504.0,44.13,38.43,44.14,272.69,274.64,267.92
TOR,2013,TOR,TOR,Team Level,5on5,82,0.43,0.43,0.42,240476.0,1744.71,138.2,110.83,414.65,56.3,959.99,740.03,134.31,137.88,134.02,1748.0,672.0,841.0,3261.0,149.0,98.0,25.0,428.0,60.0,795.0,890.0,1599.0,2271.0,321.0,792.0,1967.0,2337.0,480.0,717.0,1867.0,459.0,94.0,56.02,56.36,25.83,67.0,50.0,32.0,3237.21,2420.0,2406.57,510.0,22.81,21.26,23.61,137.4,136.94,134.95,2359.65,186.2,151.66,572.29,78.63,1330.25,990.98,179.44,188.35,181.52,2283.0,1027.0,1042.0,4352.0,166.0,132.0,23.0,638.0,102.0,1140.0,1132.0,2117.0,3144.0,311.0,758.0,2097.0,1978.0,500.0,653.0,2586.0,583.0,141.0,74.36,71.55,40.29,75.0,59.0,32.0,4399.49,3310.0,3342.35,413.0,31.16,27.96,33.22,184.15,186.09,182.52
TOR,2013,TOR,TOR,Team Level,4on5,82,0.06,0.07,0.08,24758.0,34.34,3.16,1.58,4.29,0.94,9.52,28.52,3.16,3.16,3.16,43.0,5.0,9.0,57.0,6.0,0.0,0.0,3.0,1.0,7.0,31.0,37.0,42.0,13.0,29.0,217.0,111.0,63.0,65.0,35.0,8.0,5.0,1.01,1.02,1.12,2.0,2.0,2.0,57.0,48.0,48.0,63.0,0.37,0.0,0.0,3.53,3.53,3.53,409.16,48.26,35.63,87.62,14.01,257.14,135.4,45.38,48.26,45.38,413.0,166.0,163.0,742.0,48.0,29.0,8.0,99.0,15.0,226.0,162.0,365.0,531.0,14.0,37.0,279.0,38.0,19.0,56.0,405.0,119.0,55.0,10.59,14.35,23.33,3.0,18.0,27.0,742.0,579.0,579.0,1.0,9.22,7.75,8.17,49.24,49.24,46.87
TOR,2013,TOR,TOR,Team Level,5on4,82,0.87,0.85,0.82,24845.0,341.82,36.89,32.27,71.24,11.09,211.88,110.63,35.25,36.89,35.25,358.0,116.0,175.0,649.0,46.0,35.0,9.0,75.0,15.0,169.0,134.0,312.0,428.0,19.0,38.0,236.0,59.0,26.0,77.0,341.0,91.0,42.0,7.85,10.98,18.05,5.0,15.0,26.0,649.0,474.0,474.0,12.0,8.23,6.05,6.04,39.08,39.08,37.69,71.49,5.71,3.17,9.27,2.16,20.95,59.74,5.69,5.71,5.69,81.0,20.0,13.0,114.0,10.0,1.0,0.0,11.0,8.0,13.0,58.0,71.0,91.0,10.0,22.0,223.0,106.0,51.0,73.0,77.0,20.0,4.0,2.18,2.48,1.05,5.0,3.0,2.0,114.0,101.0,101.0,70.0,0.72,0.15,0.15,6.28,6.28,6.27
