team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ANA,2017,ANA,ANA,Team Level,other,82,0.52,0.42,0.44,10602.0,136.29,33.64,9.23,22.79,4.64,67.78,54.93,31.37,33.64,31.37,123.0,70.0,62.0,255.0,27.0,9.0,4.0,28.0,8.0,44.0,77.0,96.0,166.0,11.0,25.0,148.0,34.0,27.0,37.0,102.0,44.0,47.0,3.6,5.13,24.91,5.0,6.0,16.0,255.0,193.0,193.0,20.0,2.58,3.58,3.2,33.03,33.03,31.06,180.05,31.22,13.93,32.94,6.27,102.02,62.7,29.49,31.22,29.49,184.0,66.0,97.0,347.0,26.0,17.0,1.0,33.0,11.0,96.0,67.0,158.0,224.0,4.0,11.0,157.0,38.0,32.0,36.0,137.0,72.0,41.0,5.46,9.4,16.36,7.0,8.0,11.0,347.0,250.0,250.0,10.0,4.14,3.3,3.3,31.99,31.99,30.43
ANA,2017,ANA,ANA,Team Level,all,82,0.49,0.48,0.48,300139.0,2500.5,233.05,166.48,564.31,83.27,1368.21,1106.69,224.57,234.7,226.1,2476.0,1046.0,1126.0,4648.0,231.0,206.0,48.0,524.0,88.0,1061.0,1412.0,2245.0,3291.0,330.0,751.0,2499.0,1949.0,480.0,831.0,2647.0,657.0,218.0,74.31,78.53,80.21,68.0,91.0,72.0,4688.32,3522.0,3548.87,458.0,36.44,43.47,43.81,225.69,227.0,221.88,2735.24,239.98,188.53,617.76,90.78,1541.01,1174.0,230.99,239.5,230.54,2717.0,1136.0,1233.0,5086.0,209.0,208.0,32.0,613.0,100.0,1278.0,1445.0,2508.0,3644.0,270.0,640.0,2376.0,1747.0,549.0,923.0,2959.0,672.0,222.0,84.62,81.75,73.61,63.0,73.0,73.0,5048.68,3853.0,3830.23,482.0,41.88,40.3,40.3,241.5,240.99,235.41
ANA,2017,ANA,ANA,Team Level,5on5,82,0.49,0.49,0.48,241346.0,1966.42,152.13,125.37,463.51,65.18,1080.37,867.43,147.54,153.79,149.07,1941.0,813.0,912.0,3666.0,158.0,152.0,31.0,435.0,66.0,831.0,1112.0,1783.0,2596.0,289.0,651.0,1910.0,1795.0,385.0,690.0,2132.0,508.0,114.0,59.98,61.17,30.98,55.0,73.0,30.0,3706.32,2754.0,2780.87,384.0,25.81,27.02,27.69,150.24,151.56,149.48,2083.43,160.2,135.62,490.33,69.1,1164.58,906.17,155.74,159.72,155.29,2044.0,882.0,955.0,3881.0,137.0,147.0,24.0,498.0,70.0,959.0,1115.0,1907.0,2789.0,238.0,556.0,1807.0,1604.0,438.0,744.0,2311.0,494.0,121.0,67.87,59.53,32.81,48.0,54.0,35.0,3843.68,2926.0,2903.23,411.0,27.83,27.21,27.6,160.44,159.94,157.73
ANA,2017,ANA,ANA,Team Level,4on5,82,0.15,0.15,0.17,27108.0,78.06,7.92,3.75,10.15,2.36,21.19,73.62,7.9,7.92,7.9,91.0,28.0,19.0,138.0,10.0,2.0,0.0,6.0,3.0,15.0,83.0,81.0,109.0,15.0,36.0,238.0,91.0,55.0,53.0,86.0,21.0,12.0,1.92,2.46,3.55,4.0,4.0,2.0,138.0,119.0,119.0,50.0,0.86,0.27,0.27,8.52,8.52,8.52,419.23,43.25,36.36,88.33,13.88,260.96,148.23,40.69,43.25,40.69,424.0,167.0,173.0,764.0,42.0,40.0,5.0,79.0,17.0,208.0,205.0,382.0,549.0,19.0,46.0,254.0,31.0,35.0,93.0,449.0,90.0,52.0,10.52,10.8,21.94,7.0,11.0,24.0,764.0,591.0,591.0,16.0,9.31,8.82,8.81,43.75,43.75,41.94
ANA,2017,ANA,ANA,Team Level,5on4,82,0.88,0.86,0.84,21083.0,319.73,39.35,28.13,67.86,11.1,198.87,110.7,37.75,39.35,37.75,321.0,135.0,133.0,589.0,36.0,43.0,13.0,55.0,11.0,171.0,140.0,285.0,420.0,15.0,39.0,203.0,29.0,13.0,51.0,327.0,84.0,45.0,8.8,9.77,20.78,4.0,8.0,24.0,589.0,456.0,456.0,4.0,7.2,12.6,12.65,33.9,33.9,32.82,52.52,5.3,2.63,6.17,1.54,13.45,56.92,5.08,5.3,5.08,65.0,21.0,8.0,94.0,4.0,4.0,2.0,3.0,2.0,15.0,58.0,61.0,82.0,9.0,27.0,158.0,74.0,44.0,50.0,62.0,16.0,8.0,0.78,2.03,2.5,1.0,0.0,3.0,94.0,86.0,86.0,45.0,0.6,0.97,0.6,5.31,5.31,5.3
FLA,2017,FLA,FLA,Team Level,other,82,0.47,0.48,0.47,16713.0,156.45,31.67,10.52,28.37,5.16,83.85,56.43,30.32,31.67,30.32,152.0,64.0,60.0,276.0,27.0,15.0,3.0,23.0,11.0,65.0,75.0,125.0,189.0,12.0,31.0,146.0,24.0,34.0,50.0,116.0,58.0,42.0,4.85,6.82,20.01,3.0,5.0,19.0,276.0,216.0,216.0,21.0,3.08,2.77,2.77,31.98,31.98,30.98,175.06,35.03,12.06,30.86,6.47,97.34,61.26,32.27,35.03,32.27,184.0,59.0,55.0,298.0,28.0,14.0,3.0,31.0,11.0,86.0,73.0,156.0,215.0,10.0,29.0,144.0,32.0,37.0,31.0,137.0,61.0,45.0,5.41,7.37,22.24,4.0,6.0,18.0,298.0,243.0,243.0,14.0,3.76,3.63,3.63,35.15,35.15,33.3
FLA,2017,FLA,FLA,Team Level,all,82,0.5,0.5,0.5,298352.0,2751.97,247.25,178.77,618.71,90.85,1527.04,1190.39,237.43,247.84,238.05,2823.0,1030.0,1088.0,4941.0,245.0,214.0,39.0,621.0,112.0,1173.0,1488.0,2578.0,3608.0,321.0,787.0,2657.0,1653.0,746.0,1076.0,2944.0,698.0,211.0,85.97,83.16,78.13,84.0,80.0,81.0,4958.03,3853.0,3861.78,581.0,39.36,43.06,43.51,243.1,243.79,237.6,2678.02,249.79,179.28,598.97,90.5,1498.35,1172.11,239.1,250.71,239.95,2839.0,950.0,1172.0,4961.0,243.0,204.0,37.0,660.0,103.0,1171.0,1409.0,2596.0,3546.0,334.0,839.0,2579.0,1500.0,683.0,880.0,2825.0,741.0,223.0,82.07,88.74,78.98,71.0,95.0,77.0,4948.59,3789.0,3785.1,469.0,39.71,40.8,41.16,248.34,248.67,241.78
FLA,2017,FLA,FLA,Team Level,5on5,82,0.49,0.49,0.5,236931.0,2118.88,159.88,131.37,498.26,70.06,1170.87,935.56,155.19,160.48,155.81,2176.0,790.0,837.0,3803.0,167.0,165.0,27.0,500.0,84.0,888.0,1162.0,2009.0,2799.0,283.0,691.0,2066.0,1574.0,625.0,877.0,2352.0,507.0,107.0,69.42,60.25,30.21,75.0,59.0,33.0,3820.03,2966.0,2974.78,495.0,26.94,30.69,31.15,155.67,156.36,154.09,2099.47,168.51,133.79,488.31,70.3,1165.4,938.68,163.8,169.44,164.65,2201.0,764.0,964.0,3929.0,170.0,149.0,30.0,535.0,82.0,884.0,1146.0,2031.0,2795.0,290.0,719.0,1984.0,1380.0,552.0,731.0,2281.0,559.0,125.0,66.68,66.77,35.07,61.0,72.0,37.0,3916.59,2965.0,2961.1,399.0,27.52,29.71,30.07,165.97,166.29,163.87
FLA,2017,FLA,FLA,Team Level,4on5,82,0.14,0.15,0.18,20962.0,74.7,6.87,3.45,9.41,2.13,21.27,62.88,6.86,6.87,6.86,79.0,27.0,9.0,115.0,9.0,0.0,0.0,5.0,5.0,9.0,78.0,70.0,97.0,8.0,16.0,185.0,32.0,63.0,54.0,76.0,23.0,7.0,2.08,2.91,1.88,2.0,4.0,3.0,115.0,106.0,106.0,45.0,0.78,0.0,0.0,7.65,7.65,7.64,348.1,41.2,30.88,72.73,12.07,220.35,117.76,38.06,41.2,38.06,382.0,113.0,137.0,632.0,41.0,37.0,4.0,85.0,9.0,185.0,138.0,341.0,454.0,10.0,20.0,239.0,15.0,35.0,70.0,343.0,103.0,49.0,8.51,12.14,20.56,4.0,15.0,22.0,632.0,495.0,495.0,12.0,7.85,6.76,6.76,42.3,42.3,39.71
FLA,2017,FLA,FLA,Team Level,5on4,82,0.91,0.88,0.87,23746.0,401.94,48.83,33.44,82.67,13.5,251.05,135.52,45.06,48.83,45.06,416.0,149.0,182.0,747.0,42.0,34.0,9.0,93.0,12.0,211.0,173.0,374.0,523.0,18.0,49.0,260.0,23.0,24.0,95.0,400.0,110.0,55.0,9.61,13.19,26.03,4.0,12.0,26.0,747.0,565.0,565.0,20.0,8.55,9.59,9.59,47.81,47.81,44.88,55.39,5.04,2.54,7.07,1.67,15.26,54.42,4.98,5.04,4.98,72.0,14.0,16.0,102.0,4.0,4.0,0.0,9.0,1.0,16.0,52.0,68.0,82.0,24.0,71.0,212.0,73.0,59.0,48.0,64.0,18.0,4.0,1.48,2.46,1.11,2.0,2.0,0.0,102.0,86.0,86.0,44.0,0.59,0.7,0.7,4.93,4.93,4.91
NYR,2017,NYR,NYR,Team Level,other,82,0.5,0.5,0.51,8954.0,137.7,27.38,9.38,24.25,4.46,73.41,53.13,25.75,27.38,25.75,131.0,61.0,53.0,245.0,26.0,9.0,1.0,26.0,8.0,63.0,60.0,105.0,166.0,10.0,20.0,125.0,31.0,19.0,32.0,108.0,53.0,31.0,4.52,6.35,16.51,3.0,7.0,16.0,245.0,192.0,192.0,15.0,2.72,2.81,2.81,27.3,27.3,26.02,131.24,27.39,9.79,22.6,4.47,73.49,46.27,25.82,27.39,25.82,146.0,38.0,63.0,247.0,31.0,12.0,2.0,19.0,5.0,56.0,61.0,115.0,153.0,6.0,10.0,124.0,28.0,22.0,40.0,104.0,42.0,38.0,3.93,4.61,18.85,9.0,4.0,18.0,247.0,184.0,184.0,20.0,2.78,3.45,3.07,27.11,27.11,26.16
NYR,2017,NYR,NYR,Team Level,all,82,0.47,0.47,0.47,298770.0,2470.2,225.03,169.35,554.28,80.13,1372.64,1055.57,216.84,224.43,216.27,2538.0,919.0,1067.0,4524.0,228.0,162.0,37.0,624.0,94.0,1046.0,1303.0,2310.0,3229.0,282.0,615.0,2384.0,1714.0,713.0,1039.0,2586.0,666.0,205.0,74.72,80.09,70.21,66.0,77.0,85.0,4472.97,3457.0,3424.89,570.0,37.34,35.16,35.21,227.15,226.35,221.59,2760.3,249.19,186.03,632.73,91.98,1550.67,1194.48,238.24,251.32,240.31,2899.0,1007.0,1228.0,5134.0,263.0,217.0,50.0,587.0,97.0,1278.0,1464.0,2636.0,3643.0,273.0,604.0,2454.0,1667.0,668.0,952.0,2932.0,734.0,240.0,81.07,87.03,81.08,98.0,83.0,82.0,5213.56,3906.0,3957.59,490.0,40.48,45.22,45.69,243.9,245.88,240.17
NYR,2017,NYR,NYR,Team Level,5on5,82,0.47,0.46,0.46,243730.0,1927.31,156.86,125.92,448.15,62.56,1058.57,835.93,151.88,156.28,151.31,1988.0,700.0,845.0,3533.0,150.0,124.0,29.0,524.0,70.0,785.0,1035.0,1838.0,2538.0,244.0,536.0,1872.0,1589.0,588.0,826.0,2042.0,521.0,125.0,59.91,63.13,33.83,54.0,59.0,37.0,3481.97,2688.0,2655.89,483.0,26.02,25.73,25.97,156.91,156.11,153.71,2232.44,175.05,143.02,532.73,74.26,1244.43,980.57,168.95,177.2,171.03,2327.0,824.0,1013.0,4164.0,183.0,174.0,37.0,500.0,80.0,1004.0,1210.0,2144.0,2968.0,245.0,547.0,1910.0,1551.0,561.0,777.0,2435.0,571.0,145.0,67.41,67.67,39.97,80.0,68.0,35.0,4243.56,3151.0,3202.59,425.0,29.38,34.48,35.19,169.18,171.17,168.29
NYR,2017,NYR,NYR,Team Level,4on5,82,0.11,0.13,0.14,23290.0,55.34,5.11,2.62,6.54,1.54,15.65,48.53,5.04,5.11,5.04,60.0,20.0,12.0,92.0,5.0,2.0,0.0,7.0,1.0,9.0,56.0,55.0,75.0,8.0,19.0,175.0,68.0,77.0,66.0,61.0,13.0,6.0,1.77,1.62,1.72,0.0,0.0,5.0,92.0,80.0,80.0,60.0,0.59,0.56,0.56,5.14,5.14,5.12,348.31,42.55,30.98,71.1,11.78,219.64,117.95,39.28,42.55,39.28,363.0,131.0,140.0,634.0,44.0,31.0,11.0,62.0,11.0,197.0,149.0,319.0,450.0,15.0,33.0,220.0,19.0,32.0,92.0,336.0,106.0,52.0,8.68,12.79,21.07,8.0,9.0,27.0,634.0,494.0,494.0,9.0,7.8,7.28,7.44,42.9,42.9,41.02
NYR,2017,NYR,NYR,Team Level,5on4,82,0.89,0.88,0.87,22796.0,349.85,35.67,31.42,75.33,11.59,225.01,117.98,34.17,35.67,34.17,359.0,138.0,157.0,654.0,47.0,27.0,7.0,67.0,15.0,189.0,152.0,312.0,450.0,20.0,40.0,212.0,26.0,29.0,115.0,375.0,79.0,43.0,8.52,8.99,18.16,9.0,11.0,27.0,654.0,497.0,497.0,12.0,8.0,6.07,5.88,37.79,37.79,36.74,48.31,4.19,2.24,6.3,1.47,13.11,49.69,4.18,4.19,4.18,63.0,14.0,12.0,89.0,5.0,0.0,0.0,6.0,1.0,21.0,44.0,58.0,72.0,7.0,14.0,200.0,69.0,53.0,43.0,57.0,15.0,5.0,1.05,1.94,1.19,1.0,2.0,2.0,89.0,77.0,77.0,36.0,0.51,0.0,0.0,4.71,4.71,4.7
PIT,2017,PIT,PIT,Team Level,other,82,0.54,0.52,0.53,10356.0,153.83,29.19,11.17,27.25,5.08,84.07,55.25,27.76,29.19,27.76,154.0,58.0,53.0,265.0,42.0,8.0,7.0,28.0,8.0,59.0,67.0,112.0,170.0,7.0,14.0,160.0,39.0,25.0,25.0,110.0,69.0,33.0,4.35,9.1,15.74,10.0,14.0,18.0,265.0,212.0,212.0,10.0,3.27,2.63,2.63,29.83,29.83,29.01,136.42,24.43,9.19,25.54,4.44,72.33,54.14,23.59,24.43,23.59,134.0,57.0,50.0,241.0,20.0,10.0,2.0,33.0,5.0,61.0,62.0,114.0,171.0,8.0,16.0,131.0,29.0,35.0,26.0,105.0,55.0,31.0,4.17,6.45,13.8,2.0,4.0,14.0,241.0,191.0,191.0,12.0,2.65,2.78,2.78,24.22,24.22,23.68
PIT,2017,PIT,PIT,Team Level,all,82,0.52,0.52,0.52,297979.0,2706.43,252.9,191.4,614.04,88.77,1517.06,1130.84,244.87,253.71,245.64,2823.0,972.0,1170.0,4965.0,270.0,211.0,44.0,625.0,95.0,1231.0,1363.0,2553.0,3525.0,316.0,679.0,2572.0,1951.0,582.0,734.0,2796.0,770.0,229.0,81.96,93.46,77.48,92.0,89.0,89.0,4976.07,3795.0,3805.12,349.0,42.17,43.26,43.38,251.68,252.52,247.83,2475.04,237.16,170.26,561.3,80.72,1355.7,1039.93,228.15,238.71,229.55,2553.0,893.0,1184.0,4630.0,248.0,208.0,55.0,532.0,90.0,1104.0,1264.0,2305.0,3198.0,308.0,669.0,2546.0,2095.0,593.0,676.0,2503.0,724.0,219.0,73.64,86.96,76.55,82.0,81.0,85.0,4643.03,3446.0,3454.87,373.0,37.51,47.2,47.2,227.4,228.3,223.5
PIT,2017,PIT,PIT,Team Level,5on5,82,0.52,0.52,0.53,239164.0,2154.54,175.79,145.53,512.05,70.79,1202.1,911.74,170.54,176.6,171.31,2234.0,784.0,950.0,3968.0,162.0,168.0,23.0,531.0,79.0,988.0,1090.0,2072.0,2856.0,276.0,596.0,1983.0,1795.0,478.0,595.0,2295.0,580.0,143.0,67.99,70.17,37.63,71.0,57.0,34.0,3979.07,3018.0,3028.12,299.0,30.12,31.67,31.8,174.11,174.95,172.19,1917.7,162.87,127.11,453.64,62.71,1055.46,804.21,157.93,164.42,159.34,1960.0,706.0,955.0,3621.0,176.0,150.0,37.0,424.0,71.0,857.0,988.0,1784.0,2490.0,273.0,594.0,2005.0,1954.0,480.0,542.0,1983.0,549.0,134.0,59.23,66.1,37.54,73.0,61.0,42.0,3634.03,2666.0,2674.87,321.0,26.28,31.52,31.52,157.62,158.52,156.12
PIT,2017,PIT,PIT,Team Level,4on5,82,0.07,0.12,0.13,24361.0,47.7,3.37,2.04,5.96,1.45,13.11,47.08,3.37,3.37,3.37,62.0,11.0,12.0,85.0,5.0,0.0,0.0,5.0,3.0,11.0,49.0,57.0,68.0,12.0,27.0,196.0,91.0,61.0,39.0,61.0,8.0,4.0,1.33,1.04,0.99,2.0,1.0,2.0,85.0,73.0,73.0,31.0,0.47,0.0,0.0,3.83,3.83,3.83,343.61,41.59,30.08,72.56,11.32,206.88,114.57,38.46,41.59,38.46,372.0,105.0,162.0,639.0,49.0,43.0,16.0,64.0,9.0,166.0,146.0,323.0,428.0,16.0,37.0,212.0,36.0,21.0,75.0,338.0,94.0,45.0,8.19,10.92,22.48,7.0,14.0,28.0,639.0,477.0,477.0,11.0,7.71,11.89,11.89,37.42,37.42,35.58
PIT,2017,PIT,PIT,Team Level,5on4,82,0.84,0.83,0.81,24098.0,350.36,44.55,32.66,68.79,11.44,217.78,116.77,43.21,44.55,43.21,373.0,119.0,155.0,647.0,61.0,35.0,14.0,61.0,5.0,173.0,157.0,312.0,431.0,21.0,42.0,233.0,26.0,18.0,75.0,330.0,113.0,49.0,8.29,13.15,23.11,9.0,17.0,35.0,647.0,492.0,492.0,9.0,8.31,8.96,8.96,43.9,43.9,42.79,77.31,8.27,3.88,9.56,2.25,21.04,67.01,8.17,8.27,8.17,87.0,25.0,17.0,129.0,3.0,5.0,0.0,11.0,5.0,20.0,68.0,84.0,109.0,11.0,22.0,198.0,76.0,57.0,33.0,77.0,26.0,9.0,2.05,3.49,2.74,0.0,2.0,1.0,129.0,112.0,112.0,29.0,0.88,1.0,1.0,8.14,8.14,8.12
DET,2017,DET,DET,Team Level,other,82,0.45,0.51,0.51,12760.0,137.95,25.82,10.0,25.46,4.96,77.01,47.07,24.52,25.82,24.52,141.0,54.0,55.0,250.0,19.0,11.0,7.0,33.0,6.0,62.0,64.0,122.0,176.0,14.0,35.0,129.0,30.0,25.0,17.0,108.0,53.0,34.0,4.1,6.9,14.82,1.0,5.0,13.0,250.0,195.0,195.0,9.0,3.01,4.17,3.98,24.52,24.52,23.41,133.71,31.48,9.82,22.31,4.31,72.62,45.53,30.29,31.48,30.29,124.0,63.0,51.0,238.0,36.0,7.0,2.0,15.0,6.0,71.0,52.0,88.0,151.0,10.0,32.0,126.0,28.0,18.0,34.0,91.0,53.0,43.0,3.58,6.21,21.69,9.0,8.0,19.0,238.0,187.0,187.0,17.0,2.99,2.16,2.16,32.24,32.24,31.31
DET,2017,DET,DET,Team Level,all,82,0.47,0.49,0.49,299031.0,2452.53,216.27,163.82,548.39,79.3,1366.13,1059.71,209.86,216.96,210.55,2491.0,980.0,1030.0,4501.0,212.0,138.0,42.0,584.0,98.0,1050.0,1389.0,2279.0,3259.0,292.0,650.0,2447.0,1606.0,503.0,866.0,2648.0,645.0,178.0,78.58,78.45,59.24,70.0,78.0,64.0,4497.42,3471.0,3473.36,474.0,35.9,32.3,32.73,216.83,217.37,213.43,2534.18,241.17,174.32,577.16,82.59,1420.33,1060.45,231.69,242.64,233.12,2613.0,986.0,1168.0,4767.0,254.0,166.0,47.0,608.0,90.0,1188.0,1293.0,2359.0,3345.0,271.0,603.0,2562.0,1615.0,501.0,819.0,2712.0,662.0,225.0,82.42,79.51,79.24,90.0,86.0,78.0,4794.08,3599.0,3617.68,423.0,38.5,40.16,40.53,236.46,237.67,231.71
DET,2017,DET,DET,Team Level,5on5,82,0.48,0.49,0.49,240698.0,1946.52,152.99,125.27,451.66,62.23,1080.33,847.55,149.19,153.69,149.88,1966.0,783.0,828.0,3577.0,149.0,105.0,28.0,479.0,74.0,833.0,1109.0,1817.0,2600.0,254.0,561.0,1907.0,1492.0,428.0,731.0,2151.0,492.0,106.0,63.99,59.6,29.4,57.0,62.0,30.0,3573.42,2749.0,2751.36,411.0,25.73,22.23,22.49,154.22,154.76,152.77,1983.54,164.55,129.06,469.71,64.27,1098.94,855.89,159.31,166.02,160.75,2068.0,749.0,930.0,3747.0,166.0,130.0,33.0,507.0,69.0,892.0,1053.0,1902.0,2651.0,235.0,513.0,2028.0,1499.0,418.0,678.0,2190.0,491.0,136.0,67.46,59.32,37.78,68.0,64.0,34.0,3774.08,2817.0,2835.68,362.0,26.59,28.74,29.1,159.83,161.04,158.57
DET,2017,DET,DET,Team Level,4on5,82,0.15,0.15,0.17,23978.0,75.42,7.2,3.59,9.61,2.24,20.42,65.06,7.13,7.2,7.13,88.0,22.0,14.0,124.0,9.0,1.0,0.0,9.0,1.0,18.0,72.0,79.0,101.0,11.0,22.0,209.0,58.0,30.0,57.0,81.0,21.0,8.0,2.38,2.7,2.12,6.0,2.0,1.0,124.0,110.0,110.0,50.0,0.83,0.26,0.26,7.64,7.64,7.63,373.71,40.42,33.25,80.3,12.82,237.33,121.4,37.37,40.42,37.37,369.0,164.0,175.0,708.0,47.0,29.0,12.0,77.0,13.0,218.0,149.0,322.0,486.0,16.0,32.0,230.0,31.0,26.0,73.0,390.0,105.0,38.0,10.49,12.22,17.71,12.0,13.0,22.0,708.0,533.0,533.0,11.0,8.42,9.25,9.27,39.17,39.17,36.61
DET,2017,DET,DET,Team Level,5on4,82,0.86,0.88,0.87,21595.0,292.64,30.25,24.95,61.66,9.88,188.37,100.02,29.02,30.25,29.02,296.0,121.0,133.0,550.0,35.0,21.0,7.0,63.0,17.0,137.0,144.0,261.0,382.0,13.0,32.0,202.0,26.0,20.0,61.0,308.0,79.0,30.0,8.1,9.26,12.9,6.0,9.0,20.0,550.0,417.0,417.0,4.0,6.33,5.65,6.0,30.45,30.45,29.61,43.22,4.72,2.18,4.84,1.2,11.44,37.62,4.72,4.72,4.72,52.0,10.0,12.0,74.0,5.0,0.0,0.0,9.0,2.0,7.0,39.0,47.0,57.0,10.0,26.0,178.0,57.0,39.0,34.0,41.0,13.0,8.0,0.9,1.75,2.07,1.0,1.0,3.0,74.0,62.0,62.0,33.0,0.51,0.0,0.0,5.23,5.23,5.22
TOR,2017,TOR,TOR,Team Level,other,82,0.54,0.52,0.49,10737.0,153.15,31.29,11.04,26.06,5.13,87.52,52.97,28.49,31.29,28.49,151.0,63.0,79.0,293.0,23.0,4.0,0.0,30.0,3.0,87.0,67.0,128.0,191.0,5.0,12.0,138.0,33.0,29.0,28.0,103.0,74.0,37.0,4.29,9.09,17.91,3.0,6.0,14.0,293.0,214.0,214.0,13.0,3.27,1.7,1.7,32.87,32.87,30.11,154.08,27.03,11.09,28.05,5.15,89.35,56.54,26.14,27.03,26.14,165.0,55.0,51.0,271.0,29.0,9.0,5.0,26.0,6.0,83.0,67.0,136.0,191.0,9.0,14.0,125.0,33.0,23.0,25.0,137.0,57.0,26.0,5.18,7.08,14.77,6.0,7.0,16.0,271.0,220.0,220.0,11.0,3.24,3.52,3.52,26.55,26.55,25.93
TOR,2017,TOR,TOR,Team Level,all,82,0.52,0.5,0.49,299285.0,2585.78,269.41,178.49,585.26,87.01,1453.02,1072.52,255.4,270.61,256.56,2642.0,1071.0,1289.0,5002.0,270.0,180.0,41.0,589.0,79.0,1219.0,1377.0,2372.0,3443.0,254.0,548.0,2688.0,1632.0,690.0,1005.0,2605.0,867.0,241.0,81.82,104.71,82.87,84.0,110.0,76.0,5062.16,3713.0,3744.17,644.0,39.74,40.43,40.79,264.06,265.17,256.13,2703.28,246.92,180.6,627.2,88.72,1526.16,1155.01,237.76,246.83,237.64,2776.0,1086.0,1104.0,4966.0,230.0,177.0,42.0,565.0,117.0,1338.0,1435.0,2546.0,3632.0,256.0,542.0,2499.0,1953.0,610.0,932.0,2924.0,735.0,203.0,87.02,88.0,71.9,77.0,77.0,76.0,4921.45,3862.0,3840.77,625.0,39.7,41.27,41.3,242.97,242.84,236.45
TOR,2017,TOR,TOR,Team Level,5on5,82,0.51,0.5,0.49,245818.0,2033.39,181.31,132.73,482.62,67.88,1137.95,871.41,175.15,182.52,176.3,2079.0,851.0,1039.0,3969.0,189.0,123.0,29.0,491.0,64.0,937.0,1127.0,1890.0,2741.0,230.0,498.0,2177.0,1533.0,593.0,863.0,2155.0,646.0,129.0,68.92,77.58,34.82,72.0,88.0,29.0,4029.16,2930.0,2961.17,569.0,27.53,24.87,25.24,179.96,181.07,177.38,2160.4,176.37,137.1,522.11,70.91,1209.72,936.21,170.63,176.27,170.51,2216.0,871.0,907.0,3994.0,158.0,135.0,23.0,478.0,96.0,1055.0,1165.0,2058.0,2929.0,221.0,476.0,1989.0,1820.0,513.0,808.0,2382.0,580.0,125.0,72.03,68.9,35.44,64.0,59.0,35.0,3949.45,3087.0,3065.77,567.0,28.23,27.41,27.44,175.0,174.87,171.06
