team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2017,OTT,OTT,Team Level,other,82,0.48,0.54,0.53,9229.0,149.91,25.46,11.08,27.47,5.02,82.87,54.09,23.2,25.46,23.2,155.0,51.0,64.0,270.0,26.0,16.0,4.0,23.0,4.0,69.0,68.0,129.0,180.0,7.0,14.0,121.0,29.0,18.0,17.0,109.0,63.0,34.0,4.35,7.65,13.47,7.0,10.0,9.0,270.0,206.0,206.0,9.0,3.3,5.66,5.21,23.56,23.56,22.6,131.37,27.11,9.26,22.86,4.16,71.39,50.21,25.44,27.11,25.44,127.0,58.0,47.0,232.0,27.0,9.0,2.0,12.0,6.0,68.0,63.0,100.0,158.0,13.0,24.0,117.0,27.0,20.0,31.0,110.0,39.0,36.0,4.16,4.7,18.26,5.0,6.0,16.0,232.0,185.0,185.0,12.0,2.63,3.54,3.54,26.21,26.21,25.19
OTT,2017,OTT,OTT,Team Level,all,82,0.45,0.48,0.48,299104.0,2461.69,207.85,164.36,559.89,80.62,1359.81,1091.48,200.33,207.47,199.96,2515.0,949.0,1212.0,4676.0,219.0,177.0,35.0,540.0,79.0,1138.0,1311.0,2296.0,3245.0,268.0,593.0,2499.0,1966.0,559.0,809.0,2655.0,611.0,198.0,71.88,73.06,62.89,85.0,79.0,55.0,4617.85,3464.0,3437.75,505.0,36.19,38.54,38.58,205.46,204.71,200.87,2672.74,250.95,181.84,604.61,86.59,1485.65,1141.36,242.42,252.84,244.27,2712.0,1039.0,1337.0,5088.0,284.0,198.0,42.0,571.0,91.0,1228.0,1379.0,2428.0,3467.0,285.0,628.0,2470.0,1749.0,560.0,838.0,2830.0,678.0,243.0,81.28,82.17,87.51,97.0,96.0,91.0,5161.36,3751.0,3794.64,452.0,39.86,45.35,45.49,245.32,246.95,241.93
OTT,2017,OTT,OTT,Team Level,5on5,82,0.46,0.47,0.48,243689.0,1935.9,145.37,122.78,459.06,63.63,1065.15,863.01,141.44,145.0,141.08,1964.0,755.0,967.0,3686.0,154.0,128.0,25.0,446.0,57.0,907.0,1027.0,1810.0,2565.0,235.0,522.0,1991.0,1845.0,470.0,685.0,2132.0,469.0,118.0,57.58,55.76,32.04,65.0,62.0,27.0,3627.85,2719.0,2692.75,453.0,25.26,24.54,24.58,146.05,145.3,143.23,2136.34,172.19,139.12,504.02,69.35,1185.22,925.1,166.81,174.08,168.68,2160.0,835.0,1129.0,4124.0,199.0,149.0,29.0,492.0,69.0,980.0,1106.0,1961.0,2796.0,243.0,541.0,1946.0,1616.0,458.0,683.0,2308.0,541.0,146.0,66.65,65.73,39.82,82.0,75.0,42.0,4197.36,2995.0,3038.64,381.0,28.68,30.93,31.39,169.48,171.1,168.17
OTT,2017,OTT,OTT,Team Level,4on5,82,0.09,0.16,0.17,22238.0,67.54,4.68,2.9,8.53,1.96,18.58,65.34,4.63,4.68,4.63,87.0,15.0,19.0,121.0,4.0,3.0,0.0,9.0,2.0,21.0,63.0,83.0,98.0,11.0,27.0,191.0,62.0,51.0,31.0,81.0,18.0,3.0,1.61,2.39,0.68,3.0,1.0,0.0,121.0,102.0,102.0,31.0,0.66,0.29,0.29,5.05,5.05,5.01,345.63,45.73,30.56,70.75,11.39,213.19,112.39,44.29,45.73,44.29,352.0,132.0,154.0,638.0,52.0,39.0,11.0,63.0,15.0,169.0,146.0,300.0,432.0,15.0,35.0,210.0,37.0,25.0,73.0,352.0,78.0,54.0,8.98,8.99,27.77,9.0,12.0,31.0,638.0,484.0,484.0,9.0,7.87,10.62,10.3,43.3,43.3,42.23
OTT,2017,OTT,OTT,Team Level,5on4,82,0.85,0.86,0.83,23948.0,308.34,32.33,27.6,64.83,10.01,193.2,109.03,31.07,32.33,31.07,309.0,128.0,162.0,599.0,35.0,30.0,6.0,62.0,16.0,141.0,153.0,274.0,402.0,15.0,30.0,196.0,30.0,20.0,76.0,333.0,61.0,43.0,8.35,7.28,16.71,10.0,6.0,19.0,599.0,437.0,437.0,12.0,6.96,8.06,8.5,30.79,30.79,30.03,59.39,5.92,2.91,6.98,1.68,15.86,53.66,5.86,5.92,5.86,73.0,14.0,7.0,94.0,6.0,1.0,0.0,4.0,1.0,11.0,64.0,67.0,81.0,14.0,28.0,197.0,69.0,57.0,51.0,60.0,20.0,7.0,1.49,2.76,1.66,1.0,3.0,2.0,94.0,87.0,87.0,50.0,0.67,0.26,0.26,6.33,6.33,6.33
PHI,2017,PHI,PHI,Team Level,other,82,0.52,0.45,0.47,12311.0,163.07,37.38,10.99,28.59,5.2,81.15,59.75,34.12,37.38,34.12,161.0,63.0,56.0,280.0,41.0,20.0,4.0,24.0,8.0,62.0,69.0,120.0,183.0,9.0,21.0,153.0,32.0,24.0,34.0,113.0,63.0,48.0,5.03,7.95,24.4,10.0,10.0,21.0,280.0,224.0,224.0,21.0,3.18,6.65,6.65,33.86,33.86,31.54,180.96,34.33,12.37,32.48,6.05,93.29,69.79,31.5,34.33,31.5,182.0,71.0,88.0,341.0,30.0,16.0,4.0,30.0,6.0,77.0,94.0,152.0,223.0,11.0,25.0,126.0,34.0,38.0,36.0,133.0,75.0,45.0,5.77,9.18,19.39,6.0,8.0,16.0,341.0,253.0,253.0,15.0,3.58,5.56,5.56,32.02,32.02,30.92
PHI,2017,PHI,PHI,Team Level,all,82,0.52,0.51,0.51,299811.0,2517.39,251.36,171.89,575.76,82.71,1401.61,1070.67,240.03,252.27,240.91,2632.0,965.0,1182.0,4779.0,249.0,217.0,47.0,578.0,87.0,1102.0,1364.0,2383.0,3348.0,271.0,613.0,2563.0,1670.0,478.0,757.0,2671.0,686.0,240.0,77.06,84.08,90.21,79.0,83.0,87.0,4787.73,3597.0,3608.71,436.0,38.09,50.03,50.37,236.4,237.08,229.66,2439.21,234.18,162.76,554.72,80.41,1328.84,1038.71,226.01,234.55,226.39,2448.0,989.0,1230.0,4667.0,236.0,211.0,43.0,590.0,94.0,993.0,1313.0,2212.0,3201.0,313.0,695.0,2249.0,1767.0,599.0,782.0,2566.0,657.0,214.0,79.85,79.4,74.92,74.0,79.0,83.0,4664.18,3437.0,3436.36,458.0,35.84,44.49,44.76,222.65,223.2,219.34
PHI,2017,PHI,PHI,Team Level,5on5,82,0.5,0.5,0.5,243131.0,1920.25,160.72,123.55,459.7,63.0,1062.95,830.5,156.41,161.64,157.29,2004.0,731.0,925.0,3660.0,157.0,146.0,33.0,483.0,64.0,813.0,1072.0,1847.0,2578.0,238.0,541.0,1993.0,1543.0,399.0,633.0,2098.0,512.0,125.0,61.35,63.2,36.17,61.0,62.0,34.0,3668.73,2735.0,2746.71,379.0,25.42,29.98,30.54,153.38,154.07,152.09,1937.15,158.24,124.44,459.56,63.86,1061.52,832.4,154.23,158.6,154.61,1922.0,807.0,976.0,3705.0,146.0,161.0,27.0,499.0,80.0,775.0,1068.0,1776.0,2583.0,287.0,640.0,1757.0,1637.0,495.0,627.0,2103.0,509.0,117.0,65.06,61.22,31.96,53.0,59.0,34.0,3702.18,2729.0,2728.36,382.0,25.67,28.38,28.68,153.2,153.74,151.8
PHI,2017,PHI,PHI,Team Level,4on5,82,0.11,0.14,0.18,19717.0,49.91,4.42,2.18,6.17,1.45,12.58,51.2,4.21,4.42,4.21,67.0,11.0,8.0,86.0,3.0,2.0,0.0,4.0,0.0,12.0,57.0,64.0,75.0,9.0,21.0,172.0,70.0,41.0,29.0,57.0,16.0,5.0,1.03,2.15,1.24,0.0,1.0,2.0,86.0,78.0,78.0,28.0,0.51,0.57,0.57,4.36,4.36,4.34,261.56,35.28,23.08,55.08,8.79,157.95,83.96,34.05,35.28,34.05,270.0,96.0,151.0,517.0,50.0,28.0,12.0,53.0,8.0,125.0,102.0,220.0,316.0,11.0,22.0,179.0,31.0,16.0,65.0,268.0,55.0,43.0,7.24,6.98,21.06,11.0,9.0,30.0,517.0,366.0,366.0,7.0,5.95,9.03,9.0,32.09,32.09,31.3
PHI,2017,PHI,PHI,Team Level,5on4,82,0.89,0.88,0.86,24652.0,384.17,48.84,35.18,81.3,13.06,244.93,129.22,45.3,48.84,45.3,400.0,160.0,193.0,753.0,48.0,49.0,10.0,67.0,15.0,215.0,166.0,352.0,512.0,15.0,30.0,245.0,25.0,14.0,61.0,403.0,95.0,62.0,9.65,10.78,28.41,8.0,10.0,30.0,753.0,560.0,560.0,8.0,8.98,12.83,12.62,44.8,44.8,41.69,59.53,6.33,2.86,7.59,1.71,16.07,52.55,6.23,6.33,6.23,74.0,15.0,15.0,104.0,10.0,6.0,0.0,8.0,0.0,16.0,49.0,64.0,79.0,4.0,8.0,187.0,65.0,50.0,54.0,62.0,18.0,9.0,1.79,2.03,2.51,4.0,3.0,3.0,104.0,89.0,89.0,54.0,0.65,1.52,1.52,5.33,5.33,5.31
WSH,2017,WSH,WSH,Team Level,other,82,0.5,0.5,0.49,10463.0,127.28,26.56,9.13,22.39,4.35,70.99,44.71,25.79,26.56,25.79,128.0,52.0,62.0,242.0,34.0,7.0,0.0,15.0,3.0,67.0,54.0,94.0,146.0,6.0,18.0,116.0,34.0,26.0,38.0,99.0,43.0,38.0,3.47,5.0,18.09,10.0,5.0,19.0,242.0,180.0,180.0,25.0,2.61,1.02,1.02,28.02,28.02,27.3,132.35,27.07,9.47,23.23,4.35,74.6,45.35,25.83,27.07,25.83,130.0,55.0,58.0,243.0,31.0,9.0,5.0,22.0,7.0,65.0,51.0,99.0,154.0,10.0,29.0,108.0,26.0,23.0,21.0,106.0,46.0,33.0,4.27,6.1,16.7,4.0,8.0,19.0,243.0,185.0,185.0,12.0,2.67,2.97,3.15,26.53,26.53,25.43
WSH,2017,WSH,WSH,Team Level,all,82,0.47,0.48,0.47,298506.0,2412.51,227.48,163.73,545.67,78.06,1336.0,1021.79,216.77,228.32,217.63,2379.0,1004.0,1165.0,4548.0,256.0,182.0,31.0,567.0,98.0,1079.0,1201.0,2123.0,3127.0,317.0,700.0,2467.0,1784.0,592.0,882.0,2533.0,648.0,202.0,76.04,77.94,73.5,97.0,94.0,65.0,4566.11,3383.0,3402.07,540.0,35.91,34.69,34.74,227.93,228.86,221.02,2669.78,251.43,190.14,608.79,87.5,1509.21,1104.59,241.12,250.92,240.67,2613.0,1148.0,1220.0,4981.0,238.0,224.0,49.0,626.0,81.0,1192.0,1400.0,2375.0,3523.0,289.0,653.0,2427.0,1641.0,681.0,700.0,2804.0,729.0,228.0,82.37,88.36,80.7,70.0,88.0,80.0,4961.93,3761.0,3744.23,437.0,41.81,51.36,51.42,241.17,240.63,234.34
WSH,2017,WSH,WSH,Team Level,5on5,82,0.47,0.48,0.47,240291.0,1898.17,153.38,124.41,449.06,61.7,1044.01,815.88,148.52,154.22,149.38,1851.0,804.0,955.0,3610.0,170.0,152.0,26.0,471.0,86.0,815.0,961.0,1681.0,2485.0,279.0,617.0,1909.0,1661.0,487.0,742.0,2039.0,510.0,106.0,61.98,61.92,29.47,72.0,75.0,23.0,3628.11,2655.0,2674.07,458.0,25.63,29.17,29.22,149.34,150.26,148.05,2096.4,173.24,141.03,499.48,68.93,1171.59,891.18,166.96,172.73,166.51,2035.0,917.0,964.0,3916.0,154.0,170.0,32.0,509.0,68.0,916.0,1135.0,1881.0,2798.0,257.0,577.0,1881.0,1536.0,586.0,573.0,2251.0,562.0,139.0,66.47,68.04,38.73,54.0,68.0,32.0,3896.93,2952.0,2935.23,379.0,29.09,35.13,35.41,166.47,165.92,162.96
WSH,2017,WSH,WSH,Team Level,4on5,82,0.11,0.1,0.12,25569.0,52.03,5.75,2.74,6.92,1.57,13.92,47.18,5.6,5.75,5.6,54.0,25.0,7.0,86.0,3.0,5.0,0.0,8.0,1.0,13.0,49.0,51.0,76.0,11.0,22.0,235.0,63.0,48.0,51.0,54.0,16.0,9.0,1.3,2.0,2.44,0.0,0.0,3.0,86.0,79.0,79.0,49.0,0.63,1.18,1.18,5.14,5.14,5.1,395.41,46.92,37.56,80.43,12.94,250.41,126.73,44.22,46.92,44.22,392.0,163.0,188.0,743.0,48.0,44.0,12.0,93.0,5.0,204.0,161.0,344.0,507.0,13.0,26.0,228.0,28.0,26.0,60.0,393.0,113.0,49.0,10.44,13.26,23.22,10.0,12.0,26.0,743.0,555.0,555.0,5.0,9.55,12.96,12.56,43.91,43.91,41.71
WSH,2017,WSH,WSH,Team Level,5on4,82,0.91,0.89,0.87,22183.0,335.03,41.79,27.44,67.31,10.43,207.08,114.01,36.86,41.79,36.86,346.0,123.0,141.0,610.0,49.0,18.0,5.0,73.0,8.0,184.0,137.0,297.0,420.0,21.0,43.0,207.0,26.0,31.0,51.0,341.0,79.0,49.0,9.27,9.02,23.49,15.0,14.0,20.0,610.0,469.0,469.0,8.0,7.04,3.32,3.32,45.45,45.45,40.56,45.63,4.21,2.08,5.65,1.26,12.6,41.34,4.11,4.21,4.11,56.0,13.0,10.0,79.0,5.0,1.0,0.0,2.0,1.0,7.0,53.0,51.0,64.0,9.0,21.0,210.0,51.0,46.0,46.0,54.0,8.0,7.0,1.2,0.96,2.05,2.0,0.0,3.0,79.0,69.0,69.0,41.0,0.48,0.3,0.3,4.26,4.26,4.25
