team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2014,WPG,WPG,Team Level,other,82,0.5,0.52,0.5,13470.0,169.08,29.26,11.13,33.58,5.7,87.98,65.35,27.96,29.26,27.96,173.0,60.0,101.0,334.0,24.0,12.0,2.0,30.0,3.0,89.0,75.0,149.0,209.0,10.0,23.0,164.0,60.0,41.0,47.0,142.0,48.0,43.0,4.83,5.95,18.49,5.0,5.0,14.0,334.0,233.0,233.0,32.0,3.17,3.25,3.34,29.09,29.09,28.01,172.28,29.2,12.4,32.46,5.64,94.2,62.09,27.24,29.2,27.24,174.0,62.0,77.0,313.0,29.0,11.0,3.0,31.0,9.0,77.0,79.0,145.0,207.0,22.0,49.0,181.0,56.0,28.0,32.0,135.0,69.0,32.0,4.59,8.58,16.03,6.0,4.0,19.0,313.0,236.0,236.0,23.0,3.59,2.74,2.23,30.56,30.56,28.68
WPG,2014,WPG,WPG,Team Level,all,82,0.51,0.52,0.51,300586.0,2458.45,231.19,163.99,570.54,79.68,1351.03,1004.57,222.44,232.86,224.07,2439.0,962.0,1288.0,4689.0,223.0,177.0,43.0,534.0,81.0,1154.0,1232.0,2216.0,3178.0,406.0,920.0,2476.0,2409.0,536.0,772.0,2560.0,607.0,234.0,74.0,75.12,82.06,65.0,76.0,82.0,4746.91,3401.0,3439.91,585.0,36.44,39.02,41.06,226.57,228.09,222.85,2344.18,224.72,158.28,540.58,76.22,1287.99,952.2,216.38,223.88,215.54,2350.0,890.0,1120.0,4360.0,204.0,158.0,27.0,600.0,78.0,1009.0,1191.0,2146.0,3036.0,362.0,836.0,2589.0,1931.0,484.0,855.0,2419.0,612.0,209.0,70.97,76.18,77.57,63.0,62.0,79.0,4308.17,3240.0,3206.55,635.0,35.74,34.7,36.33,224.12,223.14,216.99
WPG,2014,WPG,WPG,Team Level,5on5,82,0.52,0.53,0.52,232109.0,1862.64,148.79,117.83,453.3,60.03,1026.28,767.75,144.0,150.47,145.63,1837.0,737.0,959.0,3533.0,145.0,133.0,34.0,428.0,66.0,851.0,951.0,1692.0,2429.0,355.0,809.0,1803.0,2198.0,423.0,610.0,2005.0,441.0,128.0,58.27,54.59,35.93,49.0,55.0,41.0,3590.91,2574.0,2612.91,484.0,24.29,27.53,28.79,144.3,145.8,143.61,1722.04,135.62,108.63,418.12,55.43,942.68,716.51,132.45,134.79,131.61,1709.0,668.0,815.0,3192.0,123.0,97.0,14.0,464.0,54.0,724.0,915.0,1586.0,2254.0,311.0,721.0,1872.0,1746.0,375.0,674.0,1860.0,409.0,108.0,55.38,50.72,29.53,48.0,47.0,28.0,3140.17,2377.0,2343.55,527.0,22.42,21.18,21.72,136.33,135.35,133.69
WPG,2014,WPG,WPG,Team Level,4on5,82,0.12,0.14,0.16,29590.0,76.84,7.42,3.59,10.67,2.19,22.83,57.3,7.4,7.42,7.4,80.0,24.0,18.0,122.0,9.0,2.0,0.0,10.0,3.0,14.0,66.0,71.0,95.0,25.0,53.0,260.0,108.0,49.0,65.0,71.0,27.0,6.0,2.25,3.61,1.55,2.0,4.0,3.0,122.0,104.0,104.0,61.0,0.83,0.25,0.25,8.0,8.0,7.98,390.4,54.65,34.71,82.25,13.4,234.46,123.54,51.5,54.65,51.5,402.0,141.0,213.0,756.0,50.0,46.0,10.0,91.0,14.0,194.0,148.0,352.0,493.0,16.0,37.0,316.0,51.0,21.0,82.0,363.0,116.0,64.0,9.55,14.56,30.54,8.0,11.0,31.0,756.0,543.0,543.0,20.0,9.14,10.01,11.62,52.16,52.16,49.56
WPG,2014,WPG,WPG,Team Level,5on4,82,0.9,0.88,0.85,25417.0,349.88,45.71,31.43,73.0,11.75,213.94,114.16,43.09,45.71,43.09,349.0,141.0,210.0,700.0,45.0,30.0,7.0,66.0,9.0,200.0,140.0,304.0,445.0,16.0,35.0,249.0,43.0,23.0,50.0,342.0,91.0,57.0,8.65,10.96,26.1,9.0,12.0,24.0,700.0,490.0,490.0,8.0,8.16,8.0,8.69,45.18,45.18,43.24,59.47,5.25,2.56,7.73,1.75,16.65,50.06,5.18,5.25,5.18,65.0,19.0,15.0,99.0,2.0,4.0,0.0,14.0,1.0,14.0,49.0,63.0,82.0,13.0,29.0,220.0,78.0,60.0,67.0,61.0,18.0,5.0,1.45,2.32,1.48,1.0,0.0,1.0,99.0,84.0,84.0,65.0,0.6,0.77,0.77,5.08,5.08,5.06
BOS,2014,BOS,BOS,Team Level,other,82,0.56,0.55,0.53,9851.0,159.05,24.33,10.1,30.88,5.17,79.12,68.4,23.41,24.33,23.41,162.0,56.0,71.0,289.0,26.0,6.0,2.0,37.0,6.0,66.0,77.0,136.0,192.0,8.0,19.0,151.0,46.0,29.0,22.0,133.0,54.0,31.0,4.51,6.93,12.89,4.0,9.0,13.0,289.0,218.0,218.0,5.0,2.73,2.25,2.25,24.81,24.81,24.05,137.27,19.02,9.36,27.08,4.56,77.81,55.16,18.12,19.02,18.12,133.0,60.0,46.0,239.0,17.0,7.0,2.0,30.0,7.0,59.0,73.0,116.0,176.0,7.0,14.0,117.0,49.0,27.0,31.0,138.0,27.0,28.0,4.47,3.1,11.45,5.0,1.0,11.0,239.0,193.0,193.0,13.0,2.63,2.03,2.62,19.04,19.04,18.49
BOS,2014,BOS,BOS,Team Level,all,82,0.51,0.52,0.51,301519.0,2533.39,211.89,166.28,588.72,84.11,1413.99,1085.03,204.72,212.34,205.17,2546.0,1004.0,1267.0,4817.0,209.0,130.0,33.0,667.0,106.0,1119.0,1319.0,2337.0,3341.0,300.0,688.0,2686.0,2112.0,487.0,604.0,2736.0,630.0,184.0,72.96,75.94,62.99,73.0,65.0,71.0,4829.72,3550.0,3562.03,268.0,36.42,31.99,35.49,212.82,213.34,208.95,2432.13,203.93,157.98,568.15,79.15,1341.86,1021.93,197.03,203.93,197.02,2449.0,924.0,1047.0,4420.0,201.0,141.0,32.0,636.0,84.0,1067.0,1244.0,2248.0,3172.0,269.0,629.0,2323.0,2296.0,574.0,785.0,2610.0,581.0,182.0,71.87,69.45,62.62,62.0,76.0,63.0,4406.74,3373.0,3366.65,385.0,34.59,31.54,33.9,204.62,204.47,200.53
BOS,2014,BOS,BOS,Team Level,5on5,82,0.51,0.52,0.51,247469.0,1957.26,147.5,123.07,473.37,65.18,1090.78,840.11,143.67,147.95,144.13,1977.0,763.0,1003.0,3743.0,140.0,95.0,24.0,530.0,81.0,853.0,1041.0,1837.0,2600.0,267.0,619.0,2046.0,1936.0,399.0,507.0,2142.0,492.0,106.0,58.44,58.91,30.14,55.0,49.0,36.0,3755.72,2740.0,2752.03,235.0,25.28,22.3,24.56,148.23,148.75,146.56,1926.39,140.85,118.38,468.91,62.64,1052.24,821.98,137.34,140.85,137.34,1944.0,721.0,831.0,3496.0,138.0,107.0,25.0,527.0,65.0,819.0,1009.0,1806.0,2527.0,244.0,579.0,1806.0,2137.0,489.0,647.0,2124.0,438.0,103.0,58.8,52.25,29.8,50.0,60.0,28.0,3482.74,2665.0,2658.64,335.0,24.28,21.76,23.53,141.6,141.44,139.36
BOS,2014,BOS,BOS,Team Level,4on5,82,0.12,0.15,0.18,23083.0,64.75,5.64,2.6,8.37,1.82,18.49,60.08,5.63,5.64,5.63,76.0,21.0,8.0,105.0,7.0,2.0,0.0,15.0,4.0,14.0,55.0,69.0,90.0,12.0,24.0,237.0,89.0,49.0,24.0,78.0,11.0,8.0,1.69,1.35,2.6,3.0,0.0,4.0,105.0,97.0,97.0,22.0,0.63,0.14,0.14,6.12,6.12,6.11,326.96,40.2,28.4,66.88,10.69,200.64,108.18,37.73,40.2,37.73,322.0,133.0,159.0,614.0,43.0,26.0,4.0,73.0,10.0,178.0,125.0,279.0,412.0,11.0,22.0,214.0,39.0,20.0,74.0,305.0,105.0,45.0,7.78,12.76,19.65,7.0,14.0,22.0,614.0,455.0,455.0,7.0,7.25,7.37,7.37,40.09,40.09,38.78
BOS,2014,BOS,BOS,Team Level,5on4,82,0.9,0.91,0.89,21116.0,352.34,34.42,30.52,76.09,11.94,225.59,116.44,32.01,34.42,32.01,331.0,164.0,185.0,680.0,36.0,27.0,7.0,85.0,15.0,186.0,146.0,295.0,459.0,13.0,26.0,252.0,41.0,10.0,51.0,383.0,73.0,39.0,8.31,8.75,17.36,11.0,7.0,18.0,680.0,495.0,495.0,6.0,7.77,7.3,8.54,33.65,33.65,32.23,41.5,3.85,1.84,5.27,1.25,11.17,36.61,3.84,3.85,3.84,50.0,10.0,11.0,71.0,3.0,1.0,1.0,6.0,2.0,11.0,37.0,47.0,57.0,7.0,14.0,186.0,71.0,38.0,33.0,43.0,11.0,6.0,0.81,1.33,1.71,0.0,1.0,2.0,71.0,60.0,60.0,30.0,0.43,0.38,0.38,3.9,3.9,3.9
