"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"AARON.GAGNON","F","20112012","WPG",7,65.65,9.38,18.01,18,19,13,36,38,26,58.06
"AARON.JOHNSON","D","20112012","CBJ",56,793.1,14.16,29.24,183,263,233,26.95,38.73,34.32,43.99
"AARON.NESS","D","20112012","NYI",9,149.23,16.58,31.78,37,46,34,31.62,39.32,29.06,52.11
"AARON.PALUSHAJ","F","20112012","MTL",38,282.68,7.44,15.39,63,95,67,28,42.22,29.78,48.46
"AARON.ROME","D","20112012","VAN",43,598.7,13.92,27.69,129,164,169,27.92,35.5,36.58,43.29
"AARON.VOLPATTI","F","20112012","VAN",23,202.92,8.82,18.72,17,65,62,11.81,45.14,43.06,21.52
"ADAM.BURISH","F","20112012","DAL",65,689.82,10.61,21.56,181,221,255,27.55,33.64,38.81,41.51
"ADAM.HALL","F","20112012","T.B",57,499.62,8.77,17.91,90,209,202,17.96,41.72,40.32,30.82
"ADAM.HENRIQUE","F","20112012","N.J",74,1079.23,14.58,29.34,243,365,265,27.84,41.81,30.36,47.83
"ADAM.LARSSON","D","20112012","N.J",65,1194.55,18.38,37.16,295,354,263,32.35,38.82,28.84,52.87
"ADAM.MCQUAID","D","20112012","BOS",72,994.9,13.82,27.71,282,362,288,30.26,38.84,30.9,49.47
"ADAM.PARDY","D","20112012","DAL",36,556.47,15.46,31.24,141,181,133,30.99,39.78,29.23,51.46
"ADRIAN.AUCOIN","D","20112012","ARI",62,1075.48,17.35,34.67,270,339,281,30.34,38.09,31.57,49
"ALEC.MARTINEZ","D","20112012","L.A",51,650,12.75,25.94,201,205,161,35.45,36.16,28.4,55.52
"ALES.HEMSKY","F","20112012","EDM",69,1037.62,15.04,30.52,290,374,291,30.37,39.16,30.47,49.91
"ALEX.BURMISTROV","F","20112012","WPG",76,1017.35,13.39,27.25,293,346,203,34.8,41.09,24.11,59.07
"ALEX.BURROWS","F","20112012","VAN",80,1129.73,14.12,28.58,516,395,173,47.6,36.44,15.96,74.89
"ALEX.EDLER","D","20112012","VAN",82,1463.23,17.84,36.27,579,530,404,38.27,35.03,26.7,58.9
"ALEXEI.EMELIN","D","20112012","MTL",67,1050.63,15.68,32.52,262,342,281,29.6,38.64,31.75,48.25
"ALEXEI.PONIKAROVSKY","F","20112012","CAR",49,596.77,12.18,25.04,178,216,185,30.74,37.31,31.95,49.04
"ALEXEI.PONIKAROVSKY","F","20112012","N.J",33,466.47,14.14,27.83,100,184,133,23.98,44.12,31.89,42.92
"ALEX.GIROUX","F","20112012","CBJ",9,89.32,9.92,21.47,27,26,29,32.93,31.71,35.37,48.21
"ALEX.GOLIGOSKI","D","20112012","DAL",71,1275.33,17.96,36.75,344,383,358,31.71,35.3,33,49
"ALEX.OVECHKIN","F","20112012","WSH",78,1233.28,15.81,31.88,363,400,325,33.36,36.76,29.87,52.76
"ALEX.PICARD","D","20112012","PIT",17,210.12,12.36,26.82,83,79,37,41.71,39.7,18.59,69.17
"ALEX.PIETRANGELO","D","20112012","STL",80,1464.48,18.31,37.27,465,555,406,32.61,38.92,28.47,53.39
"ALEX.RADULOV","F","20112012","NSH",9,158.53,17.61,34.02,39,39,48,30.95,30.95,38.1,44.83
"ALEX.SEMIN","F","20112012","WSH",77,1077.92,14,28.16,293,344,295,31.44,36.91,31.65,49.83
"ALEX.STEEN","F","20112012","STL",43,623.32,14.5,29.37,203,257,181,31.67,40.09,28.24,52.86
"ALEX.SULZER","D","20112012","BUF",15,274.88,18.33,35.22,88,89,76,34.78,35.18,30.04,53.66
"ALEX.SULZER","D","20112012","VAN",12,180.48,15.04,30.17,35,76,49,21.88,47.5,30.62,41.67
"ALEX.TANGUAY","F","20112012","CGY",64,898.43,14.04,28.29,261,319,256,31.22,38.16,30.62,50.48
"ALEX.URBOM","D","20112012","N.J",5,64.9,12.98,26.65,20,21,18,33.9,35.59,30.51,52.63
"ANDREAS.ENGQVIST","F","20112012","MTL",12,65.9,5.49,11.55,27,17,17,44.26,27.87,27.87,61.36
"ANDREAS.LILJA","D","20112012","PHI",46,583.82,12.69,27.16,143,181,156,29.79,37.71,32.5,47.83
"ANDREAS.NODL","F","20112012","CAR",48,566.83,11.81,23.17,117,200,148,25.16,43.01,31.83,44.15
"ANDREAS.NODL","F","20112012","PHI",12,98.28,8.19,18.11,31,38,29,31.63,38.78,29.59,51.67
"ANDREI.KOSTITSYN","F","20112012","MTL",53,702.12,13.25,27.64,171,245,173,29.03,41.6,29.37,49.71
