"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"BRIAN.LASHOFF","D","20132014","DET",75,896.72,11.96,24.5,320,273,224,39.17,33.41,27.42,58.82
"BRIAN.MCGRATTAN","F","20132014","CGY",76,502.05,6.61,13.12,124,182,94,31,45.5,23.5,56.88
"BRIAN.STRAIT","D","20132014","NYI",47,701.32,14.92,30.6,203,237,214,31.04,36.24,32.72,48.68
"BROCK.NELSON","F","20132014","NYI",72,813.05,11.29,22.86,248,261,255,32.46,34.16,33.38,49.3
"BROOKS.LAICH","F","20132014","WSH",51,649.37,12.73,26.31,226,243,213,33.14,35.63,31.23,51.48
"BROOKS.ORPIK","D","20132014","PIT",72,1284.4,17.84,36.09,320,531,386,25.87,42.93,31.2,45.33
"BRYAN.ALLEN","D","20132014","ANA",68,1011.9,14.88,30.57,345,363,353,32.52,34.21,33.27,49.43
"BRYAN.BICKELL","F","20132014","CHI",59,636.05,10.78,21.25,245,217,109,42.91,38,19.09,69.21
"BRYAN.LITTLE","F","20132014","WPG",82,1206.32,14.71,29.73,356,510,378,28.62,41,30.39,48.5
"BRYCE.SALVADOR","D","20132014","N.J",40,643.6,16.09,32.51,160,226,152,29.74,42.01,28.25,51.28
"BRYCE.VAN BRABANT","F","20132014","CGY",6,54.82,9.14,17.27,13,16,16,28.89,35.56,35.56,44.83
"CAL.CLUTTERBUCK","F","20132014","NYI",73,806.33,11.05,22.53,227,259,274,29.87,34.08,36.05,45.31
"CALLE.JARNKROK","F","20132014","NSH",12,150.82,12.57,23.57,37,86,24,25.17,58.5,16.33,60.66
"CALVIN.DE HAAN","D","20132014","NYI",51,909.3,17.83,36.45,280,347,293,30.43,37.72,31.85,48.87
"CAM.ATKINSON","F","20132014","CBJ",79,1036.53,13.12,27.01,310,391,305,30.82,38.87,30.32,50.41
"CAMERON.GAUNCE","D","20132014","DAL",9,114.32,12.7,25.85,48,41,31,40,34.17,25.83,60.76
"CAM.FOWLER","D","20132014","ANA",70,1200.7,17.15,35.66,400,459,415,31.4,36.03,32.57,49.08
"CAM.JANSSEN","F","20132014","N.J",24,117.28,4.89,9.8,31,39,21,34.07,42.86,23.08,59.62
"CARL.GUNNARSSON","D","20132014","TOR",80,1280.88,16.01,32.23,369,602,595,23.56,38.44,37.99,38.28
"CARL.HAGELIN","F","20132014","NYR",72,961.28,13.35,27.04,344,320,211,39.31,36.57,24.11,61.98
"CARLO.COLAIACOVO","D","20132014","STL",25,345.48,13.82,28.2,109,97,73,39.07,34.77,26.16,59.89
"CARL.SODERBERG","F","20132014","BOS",73,902.57,12.36,24.6,289,264,228,37,33.8,29.19,55.9
"CARTER.ASHTON","F","20132014","TOR",32,196.63,6.14,12.78,77,67,78,34.68,30.18,35.14,49.68
"CASEY.CIZIKAS","F","20132014","NYI",80,847,10.59,21.48,211,319,259,26.74,40.43,32.83,44.89
"CASEY.WELLMAN","F","20132014","WSH",13,120.32,9.26,19.8,32,43,28,31.07,41.75,27.18,53.33
"CHAD.BILLINS","D","20132014","CGY",10,109.83,10.98,21.58,39,38,15,42.39,41.3,16.3,72.22
"CHAD.RUHWEDEL","D","20132014","BUF",21,331.4,15.78,32.38,105,104,94,34.65,34.32,31.02,52.76
"CHARLIE.COYLE","F","20132014","MIN",70,1007,14.39,28.63,326,328,250,36.06,36.28,27.65,56.6
"CHRIS.BREEN","D","20132014","CGY",9,80.3,8.92,17.95,30,37,13,37.5,46.25,16.25,69.77
"CHRIS.BROWN","F","20132014","WSH",6,58.18,9.7,18.72,12,24,15,23.53,47.06,29.41,44.44
"CHRIS.BUTLER","D","20132014","CGY",82,1405.15,17.14,34.01,325,472,452,26.02,37.79,36.19,41.83
"CHRIS.CONNER","F","20132014","PIT",19,216.05,11.37,22.74,52,83,64,26.13,41.71,32.16,44.83
"CHRIS.HIGGINS","F","20132014","VAN",78,1178.02,15.1,30.57,339,413,453,28.13,34.27,37.59,42.8
"CHRIS.KELLY","F","20132014","BOS",57,710.55,12.47,24.74,236,214,278,32.42,29.4,38.19,45.91
"CHRIS.KREIDER","F","20132014","NYR",66,866.78,13.13,26.75,309,329,231,35.56,37.86,26.58,57.22
"CHRIS.KUNITZ","F","20132014","PIT",78,1171.75,15.02,30.33,355,506,340,29.56,42.13,28.31,51.08
"CHRIS.MUELLER","F","20132014","DAL",9,80.4,8.93,17.71,25,31,19,33.33,41.33,25.33,56.82
"CHRIS.NEIL","F","20132014","OTT",76,835.57,10.99,22.79,244,356,289,27.45,40.04,32.51,45.78
"CHRIS.PHILLIPS","D","20132014","OTT",70,1020.27,14.58,30.07,308,384,349,29.59,36.89,33.53,46.88
"CHRIS.PORTER","F","20132014","STL",22,216.13,9.82,20.35,46,70,56,26.74,40.7,32.56,45.1
"CHRIS.STEWART","F","20132014","BUF",5,59.72,11.94,25.15,13,24,19,23.21,42.86,33.93,40.62
"CHRIS.STEWART","F","20132014","STL",58,673.03,11.6,23.7,223,220,146,37.86,37.35,24.79,60.43
"CHRIS.SUMMERS","D","20132014","ARI",18,230.03,12.78,25.48,46,68,59,26.59,39.31,34.1,43.81
"CHRIS.TANEV","D","20132014","VAN",64,1108.47,17.32,35.04,318,422,390,28.14,37.35,34.51,44.92
"CHRIS.TERRY","F","20132014","CAR",10,100.5,10.05,20.06,33,37,17,37.93,42.53,19.54,66
"CHRIS.THORBURN","F","20132014","WPG",55,483.3,8.79,17.87,129,184,134,28.86,41.16,29.98,49.05
"CHRISTIAN.EHRHOFF","D","20132014","BUF",79,1371.13,17.36,35.64,363,483,453,27.94,37.18,34.87,44.49
"CHRIS.VANDEVELDE","F","20132014","PHI",18,108.63,6.04,12.99,13,38,23,17.57,51.35,31.08,36.11
"CHUCK.KOBASEW","F","20132014","PIT",33,328.7,9.96,20.32,78,131,100,25.24,42.39,32.36,43.82
"CLARKE.MACARTHUR","F","20132014","OTT",79,1056.13,13.37,27.49,318,399,329,30.4,38.15,31.45,49.15
"CLAUDE.GIROUX","F","20132014","PHI",82,1236.95,15.08,31.83,479,428,395,36.79,32.87,30.34,54.81
"CLAYTON.STONER","D","20132014","MIN",63,749.12,11.89,24.06,147,189,186,28.16,36.21,35.63,44.14
"CODY.CECI","D","20132014","OTT",49,679.98,13.88,28.24,213,202,197,34.8,33.01,32.19,51.95
"CODY.EAKIN","F","20132014","DAL",81,1081.77,13.36,27.35,339,423,348,30.54,38.11,31.35,49.34
"CODY.FRANSON","D","20132014","TOR",79,1246.85,15.78,31.76,355,459,510,26.81,34.67,38.52,41.04
"CODY.HODGSON","F","20132014","BUF",72,1009.38,14.02,28.69,265,394,375,25.63,38.1,36.27,41.41
"CODY.MCCORMICK","F","20132014","BUF",29,209,7.21,14.84,44,57,87,23.4,30.32,46.28,33.59
"CODY.MCCORMICK","F","20132014","MIN",14,113.08,8.08,16.6,23,28,32,27.71,33.73,38.55,41.82
"CODY.MCLEOD","F","20132014","COL",71,618.38,8.71,17.55,185,207,187,31.95,35.75,32.3,49.73
"COLBY.ROBAK","D","20132014","FLA",16,252.1,15.76,32.14,74,102,65,30.71,42.32,26.97,53.24
"COLIN.FRASER","F","20132014","L.A",33,272.73,8.26,17.28,62,69,52,33.88,37.7,28.42,54.39
"COLIN.GREENING","F","20132014","OTT",76,905.55,11.92,24.55,276,385,323,28.05,39.13,32.83,46.08
"COLIN.MCDONALD","F","20132014","NYI",70,813.13,11.62,23.57,214,276,261,28.5,36.75,34.75,45.05
"COLIN.WILSON","F","20132014","NSH",81,1086.85,13.42,26.76,315,342,276,33.76,36.66,29.58,53.3
"COLTON.ORR","F","20132014","TOR",54,287.45,5.32,10.81,94,119,111,29.01,36.73,34.26,45.85
"COLTON.SCEVIOUR","F","20132014","DAL",26,319.93,12.3,25.07,103,116,122,30.21,34.02,35.78,45.78
"COLTON.SISSONS","F","20132014","NSH",17,167.42,9.85,18.88,53,57,52,32.72,35.19,32.1,50.48
"CONNOR.CARRICK","D","20132014","WSH",34,489.87,14.41,29.25,116,147,132,29.37,37.22,33.42,46.77
"CONNOR.MURPHY","D","20132014","ARI",30,476.25,15.88,32.65,139,147,103,35.73,37.79,26.48,57.44
"CORBAN.KNIGHT","F","20132014","CGY",7,53.58,7.65,15.51,21,14,13,43.75,29.17,27.08,61.76
"COREY.PERRY","F","20132014","ANA",81,1196.7,14.77,30.57,395,440,379,32.54,36.24,31.22,51.03
"COREY.POTTER","D","20132014","EDM",16,183.13,11.45,24.33,46,56,62,28.05,34.15,37.8,42.59
"COREY.TROPP","F","20132014","BUF",9,87.57,9.73,19.1,26,28,28,31.71,34.15,34.15,48.15
"COREY.TROPP","F","20132014","CBJ",44,374.55,8.51,17.63,122,128,106,34.27,35.96,29.78,53.51
"CORY.CONACHER","F","20132014","BUF",19,239.75,12.62,25.93,75,69,76,34.09,31.36,34.55,49.67
"CORY.CONACHER","F","20132014","OTT",60,656.03,10.93,22.52,205,236,156,34.34,39.53,26.13,56.79
"CORY.EMMERTON","F","20132014","DET",18,134.55,7.48,15.25,29,45,41,25.22,39.13,35.65,41.43
"CORY.SARICH","D","20132014","COL",54,818.03,15.15,29.97,272,259,256,34.56,32.91,32.53,51.52
"CRAIG.ADAMS","F","20132014","PIT",82,760.9,9.28,18.74,134,231,207,23.43,40.38,36.19,39.3
"CRAIG.SMITH","F","20132014","NSH",79,1106.05,14,28.01,355,396,330,32.84,36.63,30.53,51.82
"CURTIS.GLENCROSS","F","20132014","CGY",38,541.73,14.26,28.2,153,207,179,28.39,38.4,33.21,46.08
"DAINIUS.ZUBRUS","F","20132014","N.J",82,1205.58,14.7,29.68,358,409,345,32.19,36.78,31.03,50.92
"DALE.WEISE","F","20132014","MTL",17,159.03,9.35,18.93,41,46,64,27.15,30.46,42.38,39.05
"DALE.WEISE","F","20132014","VAN",44,336.6,7.65,15.48,71,117,94,25.18,41.49,33.33,43.03
"DALTON.PROUT","D","20132014","CBJ",49,755.12,15.41,31.56,236,248,228,33.15,34.83,32.02,50.86
"DAMIEN.BRUNNER","F","20132014","N.J",60,675.25,11.25,22.73,209,220,147,36.28,38.19,25.52,58.71
"DANA.TYRELL","F","20132014","T.B",7,53.88,7.7,15.67,15,13,17,33.33,28.89,37.78,46.88
"DAN.BOYLE","D","20132014","S.J",75,1275.87,17.01,33.96,437,469,400,33.46,35.91,30.63,52.21
"DAN.CARCILLO","F","20132014","L.A",26,252.93,9.73,20.19,85,71,80,36.02,30.08,33.9,51.52
"DAN.CARCILLO","F","20132014","NYR",31,267.65,8.63,17.59,44,85,95,19.64,37.95,42.41,31.65
"DAN.GIRARDI","D","20132014","NYR",81,1469.05,18.14,36.83,488,558,545,30.67,35.07,34.26,47.24
"DAN.HAMHUIS","D","20132014","VAN",79,1480.07,18.74,37.87,411,506,486,29.29,36.07,34.64,45.82
"DANIEL.ALFREDSSON","F","20132014","DET",68,900,13.24,26.9,309,322,234,35.72,37.23,27.05,56.91
"DANIEL.BRIERE","F","20132014","MTL",69,756.38,10.96,22.63,202,266,253,28.02,36.89,35.09,44.4
"DANIEL.CLEARY","F","20132014","DET",52,554.95,10.67,21.93,189,185,170,34.74,34.01,31.25,52.65
"DANIEL.PAILLE","F","20132014","BOS",72,676.1,9.39,18.73,194,224,176,32.66,37.71,29.63,52.43
"DANIEL.SEDIN","F","20132014","VAN",73,1145.98,15.7,31.66,432,442,287,37.21,38.07,24.72,60.08
"DANIEL.WINNIK","F","20132014","ANA",76,941.33,12.39,25.44,315,351,342,31.25,34.82,33.93,47.95
"DANNY.DEKEYSER","D","20132014","DET",65,1133.28,17.44,35.42,360,440,339,31.61,38.63,29.76,51.5
"DANY.HEATLEY","F","20132014","MIN",76,916.2,12.06,24.33,237,262,203,33.76,37.32,28.92,53.86
"DARREN.ARCHIBALD","F","20132014","VAN",16,123.42,7.71,16.01,29,37,43,26.61,33.94,39.45,40.28
"DARREN.HELM","F","20132014","DET",42,510.68,12.16,24.92,155,209,143,30.57,41.22,28.21,52.01
"DAVE.BOLLAND","F","20132014","TOR",23,282.85,12.3,25.49,72,130,114,22.78,41.14,36.08,38.71
"DAVID.BACKES","F","20132014","STL",74,1080.53,14.6,29.75,352,428,395,29.96,36.43,33.62,47.12
"DAVID.BOOTH","F","20132014","VAN",66,846.05,12.82,25.86,229,264,278,29.7,34.24,36.06,45.17
"DAVID.CLARKSON","F","20132014","TOR",60,830.08,13.83,27.56,197,333,347,22.46,37.97,39.57,36.21
"DAVID.DESHARNAIS","F","20132014","MTL",79,1121.27,14.19,29.4,376,431,329,33.1,37.94,28.96,53.33
"DAVID.JONES","F","20132014","CGY",48,633.27,13.19,25.99,154,209,273,24.21,32.86,42.92,36.07
"DAVID.KREJCI","F","20132014","BOS",80,1244.73,15.56,31.13,425,375,364,36.51,32.22,31.27,53.87
"DAVID.LEGWAND","F","20132014","DET",21,281.68,13.41,27.02,82,103,92,29.6,37.18,33.21,47.13
"DAVID.LEGWAND","F","20132014","NSH",62,852.73,13.75,27.85,270,285,272,32.65,34.46,32.89,49.82
"DAVID.MOSS","F","20132014","ARI",79,927.83,11.74,23.94,333,328,259,36.2,35.65,28.15,56.25
"DAVID.PERRON","F","20132014","EDM",78,1196.33,15.34,31.62,369,410,389,31.59,35.1,33.3,48.68
"DAVID.RUNDBLAD","D","20132014","ARI",12,166.42,13.87,27.75,57,45,47,38.26,30.2,31.54,54.81
"DAVID.SAVARD","D","20132014","CBJ",70,1102.12,15.74,32.38,314,321,350,31.88,32.59,35.53,47.29
"DAVID.SCHLEMKO","D","20132014","ARI",48,638.32,13.3,27.31,189,204,182,32.87,35.48,31.65,50.94
"DAVID.STECKEL","F","20132014","ANA",6,57.97,9.66,19.16,27,19,16,43.55,30.65,25.81,62.79
"DAVID.WARSOFSKY","D","20132014","BOS",6,81.23,13.54,27.68,36,28,19,43.37,33.73,22.89,65.45
"DENIS.GREBESHKOV","D","20132014","EDM",7,88,12.57,27.23,29,27,27,34.94,32.53,32.53,51.79
"DENNIS.SEIDENBERG","D","20132014","BOS",34,635.75,18.7,37.6,183,218,194,30.76,36.64,32.61,48.54
"DENNIS.WIDEMAN","D","20132014","CGY",46,824.2,17.92,35.88,327,250,204,41.87,32.01,26.12,61.58
"DEREK.DORSETT","F","20132014","NYR",51,506.92,9.94,20.29,93,174,181,20.76,38.84,40.4,33.94
"DEREK.GRANT","F","20132014","OTT",20,145.43,7.27,15.19,34,64,39,24.82,46.72,28.47,46.58
"DEREK.MACKENZIE","F","20132014","CBJ",71,653.13,9.2,19.02,195,229,204,31.05,36.46,32.48,48.87
"DEREK.MORRIS","D","20132014","ARI",63,1060.87,16.84,34.31,349,387,342,32.37,35.9,31.73,50.51
"DEREK.ROY","F","20132014","STL",75,829.43,11.06,22.65,283,236,163,41.5,34.6,23.9,63.45
"DEREK.SMITH","D","20132014","CGY",14,131.87,9.42,18.59,44,52,35,33.59,39.69,26.72,55.7
