"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"ANDREW.SHAW","F","20152016","CHI",78,958.93,12.29,24.6,284,353,339,29.1,36.17,34.73,45.59
"ANDREY.PEDAN","D","20152016","VAN",13,135.65,10.43,21.32,53,42,38,39.85,31.58,28.57,58.24
"ANDY.ANDREOFF","F","20152016","L.A",60,518.07,8.63,17.39,174,138,123,40,31.72,28.28,58.59
"ANDY.GREENE","D","20152016","N.J",82,1520.58,18.54,37.89,324,569,684,20.55,36.08,43.37,32.14
"ANTHONY.BITETTO","D","20152016","NSH",28,335.55,11.98,24.19,92,81,76,36.95,32.53,30.52,54.76
"ANTHONY.DUCLAIR","F","20152016","ARI",81,921.93,11.38,24.03,354,308,230,39.69,34.53,25.78,60.62
"ANTHONY.MANTHA","F","20152016","DET",10,96.98,9.7,19.6,39,39,19,40.21,40.21,19.59,67.24
"ANTHONY.PELUSO","F","20152016","WPG",35,221.48,6.33,13.17,53,60,49,32.72,37.04,30.25,51.96
"ANTOINE.ROUSSEL","F","20152016","DAL",80,944.7,11.81,24,293,386,335,28.9,38.07,33.04,46.66
"ANTOINE.VERMETTE","F","20152016","ARI",76,946.75,12.46,26.27,334,354,344,32.36,34.3,33.33,49.26
"ANTON.LANDER","F","20152016","EDM",61,554.95,9.1,18.32,138,169,223,26.04,31.89,42.08,38.23
"ANTON.SLEPYSHEV","F","20152016","EDM",11,92.65,8.42,17.56,25,37,22,29.76,44.05,26.19,53.19
"ANTON.STRALMAN","D","20152016","T.B",73,1197.7,16.41,33.88,447,418,360,36.49,34.12,29.39,55.39
"ANZE.KOPITAR","F","20152016","L.A",81,1264.13,15.61,31.45,437,476,399,33.31,36.28,30.41,52.27
"ARTEM.ANISIMOV","F","20152016","CHI",77,1088.7,14.14,28.3,374,348,180,41.46,38.58,19.96,67.51
"ARTEMI.PANARIN","F","20152016","CHI",80,1210.42,15.13,30.32,407,381,133,44.19,41.37,14.44,75.37
"AUSTIN.WATSON","F","20152016","NSH",57,514.98,9.03,18.39,62,163,275,12.4,32.6,55,18.4
"BARCLAY.GOODROW","F","20152016","S.J",14,127.53,9.11,18.38,34,33,31,34.69,33.67,31.63,52.31
"BARRET.JACKMAN","D","20152016","NSH",73,943.6,12.93,26.3,289,245,219,38.38,32.54,29.08,56.89
"BEAU.BENNETT","F","20152016","PIT",33,338.03,10.24,20.89,107,121,101,32.52,36.78,30.7,51.44
"BEN.CHIAROT","D","20152016","WPG",70,950.28,13.58,27.67,271,333,291,30.28,37.21,32.51,48.22
"BEN.HARPUR","D","20152016","OTT",5,66.77,13.35,25.6,13,20,16,26.53,40.82,32.65,44.83
"BEN.HUTTON","D","20152016","VAN",75,1219.18,16.26,32.58,358,377,324,33.81,35.6,30.59,52.49
"BEN.LOVEJOY","D","20152016","PIT",66,1064.62,16.13,32.62,291,403,409,26.38,36.54,37.08,41.57
"BENOIT.POULIOT","F","20152016","EDM",55,706.23,12.84,26.32,227,262,209,32.52,37.54,29.94,52.06
"BEN.SMITH","F","20152016","TOR",16,188.7,11.79,23.98,36,64,81,19.89,35.36,44.75,30.77
"BEN.STREET","F","20152016","COL",7,50.92,7.27,15.06,9,23,19,17.65,45.1,37.25,32.14
"BLAKE.COMEAU","F","20152016","COL",81,1077.42,13.3,27.46,239,342,405,24.24,34.69,41.08,37.11
"BLAKE.PIETILA","F","20152016","N.J",7,73.5,10.5,23.06,16,26,15,28.07,45.61,26.32,51.61
"BLAKE.WHEELER","F","20152016","WPG",82,1194.48,14.57,30,432,473,383,33.54,36.72,29.74,53.01
"BOBBY.FARNHAM","F","20152016","N.J",50,466.45,9.33,19.09,89,154,117,24.72,42.78,32.5,43.2
"BOBBY.RYAN","F","20152016","OTT",80,1092.02,13.65,27.36,461,395,292,40.16,34.41,25.44,61.22
"BO.HORVAT","F","20152016","VAN",82,1042.45,12.71,25.55,325,317,448,29.82,29.08,41.1,42.04
"BOONE.JENNER","F","20152016","CBJ",82,1125.4,13.72,27.96,347,433,428,28.73,35.84,35.43,44.77
"BOYD.GORDON","F","20152016","ARI",65,597.8,9.2,19.32,118,174,364,17.99,26.52,55.49,24.48
"BRAD.BOYES","F","20152016","TOR",60,556.9,9.28,19.12,171,172,165,33.66,33.86,32.48,50.89
"BRAD.HUNT","D","20152016","EDM",7,81.3,11.61,22.33,34,20,16,48.57,28.57,22.86,68
"BRAD.MALONE","F","20152016","CAR",57,472.5,8.29,16.3,101,154,118,27.08,41.29,31.64,46.12
"BRAD.MARCHAND","F","20152016","BOS",77,1116.25,14.5,29.18,393,475,431,30.25,36.57,33.18,47.69
"BRAD.RICHARDS","F","20152016","DET",68,808.45,11.89,24.17,259,224,199,37.98,32.84,29.18,56.55
"BRAD.RICHARDSON","F","20152016","ARI",82,1103.07,13.45,28.38,310,430,350,28.44,39.45,32.11,46.97
"BRAD.STUART","D","20152016","COL",6,78.82,13.14,26.7,15,31,25,21.13,43.66,35.21,37.5
"BRADY.SKJEI","D","20152016","NYR",7,103.53,14.79,31.16,19,34,27,23.75,42.5,33.75,41.3
"BRANDON.BOLLIG","F","20152016","CGY",54,493.05,9.13,18.37,98,172,153,23.17,40.66,36.17,39.04
"BRANDON.DAVIDSON","D","20152016","EDM",51,791.62,15.52,31.52,237,266,248,31.56,35.42,33.02,48.87
"BRANDON.DUBINSKY","F","20152016","CBJ",75,1049.7,14,28.41,329,425,431,27.76,35.86,36.37,43.29
"BRANDON.GORMLEY","D","20152016","COL",26,308.15,11.85,24.52,78,98,68,31.97,40.16,27.87,53.42
"BRANDON.MANNING","D","20152016","PHI",56,837.05,14.95,30.36,295,246,217,38.92,32.45,28.63,57.62
"BRANDON.MASHINTER","F","20152016","CHI",41,303.68,7.41,15.05,89,117,99,29.18,38.36,32.46,47.34
"BRANDON.PIRRI","F","20152016","ANA",9,97.73,10.86,21.24,26,30,17,35.62,41.1,23.29,60.47
"BRANDON.PIRRI","F","20152016","FLA",52,641.95,12.35,25.16,196,197,190,33.62,33.79,32.59,50.78
"BRANDON.PRUST","F","20152016","VAN",35,417.57,11.93,23.6,109,106,136,31.05,30.2,38.75,44.49
"BRANDON.SAAD","F","20152016","CBJ",78,1097.53,14.07,28.59,385,390,361,33.89,34.33,31.78,51.61
"BRANDON.SUTTER","F","20152016","VAN",20,263.48,13.17,26.28,79,78,73,34.35,33.91,31.74,51.97
"BRAYDEN.MCNABB","D","20152016","L.A",81,1352.43,16.7,33.6,492,518,381,35.37,37.24,27.39,56.36
"BRAYDEN.SCHENN","F","20152016","PHI",80,1041.65,13.02,26.61,336,359,309,33.47,35.76,30.78,52.09
"BRAYDON.COBURN","D","20152016","T.B",80,1138.1,14.23,29.57,305,390,316,30.17,38.58,31.26,49.11
"BRENDAN.GALLAGHER","F","20152016","MTL",52,687.67,13.22,26.89,259,279,206,34.81,37.5,27.69,55.7
"BRENDAN.GAUNCE","F","20152016","VAN",20,221.82,11.09,22.55,55,71,78,26.96,34.8,38.24,41.35
"BRENDAN.LEIPSIC","F","20152016","TOR",6,70.72,11.79,24.54,27,20,28,36,26.67,37.33,49.09
"BRENDAN.SMITH","D","20152016","DET",63,986.7,15.66,31.63,335,288,220,39.74,34.16,26.1,60.36
"BRENDEN.DILLON","D","20152016","S.J",76,1178.6,15.51,31.34,344,412,280,33.2,39.77,27.03,55.13
"BRENT.BURNS","D","20152016","S.J",82,1557.77,19,38.41,483,561,465,32.01,37.18,30.82,50.95
"BRENT.REGNER","D","20152016","FLA",7,78.42,11.2,22.39,21,30,33,25,35.71,39.29,38.89
"BRENT.SEABROOK","D","20152016","CHI",81,1423.18,17.57,35.12,491,508,419,34.63,35.83,29.55,53.96
"BRETT.CONNOLLY","F","20152016","BOS",71,846.23,11.92,24,294,360,330,29.88,36.59,33.54,47.12
"BRETT.KULAK","D","20152016","CGY",8,97.7,12.21,24.1,28,39,27,29.79,41.49,28.72,50.91
"BRETT.PESCE","D","20152016","CAR",69,1137.48,16.49,32.06,310,367,301,31.7,37.53,30.78,50.74
"BRETT.RITCHIE","F","20152016","DAL",8,81.93,10.24,21.38,23,27,23,31.51,36.99,31.51,50
"BRIAN.BOYLE","F","20152016","T.B",76,778.98,10.25,21.24,203,285,246,27.66,38.83,33.51,45.21
"BRIAN.CAMPBELL","D","20152016","FLA",82,1449.88,17.68,36.18,472,502,445,33.26,35.38,31.36,51.47
"BRIAN.DUMOULIN","D","20152016","PIT",79,1340.37,16.97,34.34,423,506,480,30.02,35.91,34.07,46.84
"BRIAN.FLYNN","F","20152016","MTL",55,546.3,9.93,20.38,136,196,295,21.69,31.26,47.05,31.55
"BRIAN.GIONTA","F","20152016","BUF",79,1100.48,13.93,27.92,269,408,379,25.47,38.64,35.89,41.51
"BRIAN.O'NEILL","F","20152016","N.J",22,208.13,9.46,19.83,39,82,66,20.86,43.85,35.29,37.14
"BRIAN.STRAIT","D","20152016","NYI",52,715.83,13.77,26.72,199,172,165,37.13,32.09,30.78,54.67
"BROCK.MCGINN","F","20152016","CAR",21,218.72,10.42,20.89,59,72,63,30.41,37.11,32.47,48.36
"BROCK.NELSON","F","20152016","NYI",81,1082.4,13.36,26.27,324,338,246,35.68,37.22,27.09,56.84
"BRODY.SUTTER","F","20152016","CAR",8,71.5,8.94,16.59,15,18,18,29.41,35.29,35.29,45.45
"BROOKS.LAICH","F","20152016","TOR",21,234.73,11.18,23.02,60,87,92,25.1,36.4,38.49,39.47
"BROOKS.LAICH","F","20152016","WSH",60,494.82,8.25,16.74,144,161,129,33.18,37.1,29.72,52.75
"BROOKS.ORPIK","D","20152016","WSH",41,707.88,17.27,34.6,199,229,176,32.95,37.91,29.14,53.07
"BRYAN.BICKELL","F","20152016","CHI",25,239.17,9.57,18.68,96,87,35,44.04,39.91,16.06,73.28
"BRYAN.LITTLE","F","20152016","WPG",57,789.15,13.84,28.95,309,337,260,34.11,37.2,28.7,54.31
"BRYAN.RUST","F","20152016","PIT",41,482.22,11.76,23.53,112,164,149,26.35,38.59,35.06,42.91
"BYRON.FROESE","F","20152016","TOR",56,538.98,9.62,19.8,107,161,235,21.27,32.01,46.72,31.29
"CAL.CLUTTERBUCK","F","20152016","NYI",77,748.75,9.72,19.18,179,271,261,25.18,38.12,36.71,40.68
"CALLE.JARNKROK","F","20152016","NSH",81,1059.43,13.08,26.51,392,385,335,35.25,34.62,30.13,53.92
"CAL.O'REILLY","F","20152016","BUF",20,171.72,8.59,17.58,48,47,52,32.65,31.97,35.37,48
"CALVIN.DE HAAN","D","20152016","NYI",72,1287.38,17.88,35.26,377,453,370,31.42,37.75,30.83,50.47
"CAM.ATKINSON","F","20152016","CBJ",81,1063.98,13.14,26.73,372,427,428,30.32,34.8,34.88,46.5
"CAM.FOWLER","D","20152016","ANA",69,1183.93,17.16,35.09,314,461,365,27.54,40.44,32.02,46.24
"CARL.GUNNARSSON","D","20152016","STL",72,1086.7,15.09,30.24,337,390,352,31.23,36.14,32.62,48.91
"CARL.HAGELIN","F","20152016","ANA",43,568.73,13.23,26.87,143,210,181,26.78,39.33,33.9,44.14
"CARL.HAGELIN","F","20152016","PIT",37,518.83,14.02,27.88,190,174,134,38.15,34.94,26.91,58.64
"CARLO.COLAIACOVO","D","20152016","BUF",36,505.53,14.04,27.7,158,150,120,36.92,35.05,28.04,56.83
"CARL.SODERBERG","F","20152016","COL",82,1082.78,13.2,27.23,246,334,406,24.95,33.87,41.18,37.73
"CASEY.CIZIKAS","F","20152016","NYI",80,823.38,10.29,20.26,190,297,279,24.8,38.77,36.42,40.51
"CASEY.NELSON","D","20152016","BUF",7,88.67,12.67,25.55,28,24,22,37.84,32.43,29.73,56
"CEDRIC.PAQUETTE","F","20152016","T.B",56,605.87,10.82,22.49,165,237,172,28.75,41.29,29.97,48.96
"CHANDLER.STEPHENSON","F","20152016","WSH",9,70.15,7.79,15.29,26,16,15,45.61,28.07,26.32,63.41
"CHARLIE.COYLE","F","20152016","MIN",82,1158.28,14.13,28.73,343,401,322,32.18,37.62,30.21,51.58
"CHRIS.BIGRAS","D","20152016","COL",31,394.22,12.72,26.05,118,144,77,34.81,42.48,22.71,60.51
"CHRIS.BUTLER","D","20152016","STL",5,53.28,10.66,22.22,14,20,13,29.79,42.55,27.66,51.85
"CHRIS.HIGGINS","F","20152016","VAN",33,380.82,11.54,23.31,122,114,142,32.28,30.16,37.57,46.21
"CHRIS.KELLY","F","20152016","BOS",11,113.77,10.34,21.56,32,37,32,31.68,36.63,31.68,50
"CHRIS.KREIDER","F","20152016","NYR",79,1050.37,13.3,26.46,305,343,295,32.34,36.37,31.28,50.83
"CHRIS.KUNITZ","F","20152016","PIT",80,1122.5,14.03,28.31,443,443,329,36.46,36.46,27.08,57.38
"CHRIS.NEIL","F","20152016","OTT",79,724.63,9.17,18.37,133,263,182,23.01,45.5,31.49,42.22
"CHRIS.PORTER","F","20152016","MIN",61,504.95,8.28,16.66,107,154,221,22.2,31.95,45.85,32.62
"CHRIS.STEWART","F","20152016","ANA",56,542.05,9.68,19.84,166,154,141,36.01,33.41,30.59,54.07
"CHRIS.TANEV","D","20152016","VAN",69,1187.92,17.22,34.58,371,548,484,26.44,39.06,34.5,43.39
"CHRIS.TERRY","F","20152016","CAR",68,714.83,10.51,20.71,208,244,196,32.1,37.65,30.25,51.49
"CHRIS.THORBURN","F","20152016","WPG",82,761.65,9.29,19.13,236,273,236,31.68,36.64,31.68,50
"CHRISTIAN.EHRHOFF","D","20152016","CHI",8,124.18,15.52,31.38,30,41,37,27.78,37.96,34.26,44.78
"CHRISTIAN.EHRHOFF","D","20152016","L.A",40,518.08,12.95,26.22,173,128,114,41.69,30.84,27.47,60.28
"CHRISTIAN.FOLIN","D","20152016","MIN",26,325.92,12.54,26.53,86,91,93,31.85,33.7,34.44,48.04
"CHRIS.TIERNEY","F","20152016","S.J",79,895.13,11.33,22.87,191,323,238,25.4,42.95,31.65,44.52
"CHRIS.VANDEVELDE","F","20152016","PHI",79,866.78,10.97,22.31,228,246,228,32.48,35.04,32.48,50
"CHRIS.WAGNER","F","20152016","ANA",17,155.23,9.13,18.94,34,56,42,25.76,42.42,31.82,44.74
"CHRIS.WAGNER","F","20152016","COL",26,212.38,8.17,16.76,48,93,47,25.53,49.47,25,50.53
"CHRIS.WIDEMAN","D","20152016","OTT",64,838.53,13.1,26.35,228,247,239,31.93,34.59,33.47,48.82
"CLAUDE.GIROUX","F","20152016","PHI",78,1150.63,14.75,30.13,430,454,407,33.31,35.17,31.53,51.37
"CLAYTON.STONER","D","20152016","ANA",50,672.5,13.45,27.33,222,204,208,35.02,32.18,32.81,51.63
"CODY.BASS","F","20152016","NSH",17,125.52,7.38,15.1,5,39,84,3.91,30.47,65.62,5.62
"CODY.CECI","D","20152016","OTT",74,1182.7,15.98,32.05,316,406,372,28.88,37.11,34,45.93
"CODY.EAKIN","F","20152016","DAL",82,1069.45,13.04,26.48,337,423,350,30.36,38.11,31.53,49.05
"CODY.FRANSON","D","20152016","BUF",59,807.08,13.68,27.41,235,250,236,32.59,34.67,32.73,49.89
"CODY.GOLOUBEF","D","20152016","CBJ",43,606.62,14.11,28.78,188,158,217,33.39,28.06,38.54,46.42
"CODY.HODGSON","F","20152016","NSH",39,409.85,10.51,21.61,118,119,107,34.3,34.59,31.1,52.44
"CODY.MCLEOD","F","20152016","COL",82,769.07,9.38,19.34,151,294,237,22.14,43.11,34.75,38.92
"COLIN.GREENING","F","20152016","TOR",30,351.83,11.73,24.41,101,118,105,31.17,36.42,32.41,49.03
"COLIN.MILLER","D","20152016","BOS",42,603.82,14.38,28.93,228,152,124,45.24,30.16,24.6,64.77
"COLIN.WILSON","F","20152016","NSH",64,815.17,12.74,25.64,260,299,239,32.58,37.47,29.95,52.1
"COLTON.PARAYKO","D","20152016","STL",79,1301.48,16.47,33.16,431,464,413,32.95,35.47,31.57,51.07
"COLTON.SCEVIOUR","F","20152016","DAL",71,726.43,10.23,20.72,180,261,250,26.05,37.77,36.18,41.86
"COLTON.SISSONS","F","20152016","NSH",34,297.08,8.74,17.72,52,97,107,20.31,37.89,41.8,32.7
"CONNOR.BRICKLEY","F","20152016","FLA",23,197.17,8.57,17.78,59,46,47,38.82,30.26,30.92,55.66
"CONNOR.BROWN","F","20152016","TOR",7,75.37,10.77,22.7,31,25,21,40.26,32.47,27.27,59.62
"CONNOR.CARRICK","D","20152016","TOR",16,246.77,15.42,31.36,66,80,69,30.7,37.21,32.09,48.89
"CONNOR.MCDAVID","F","20152016","EDM",45,645.13,14.34,30.19,208,215,202,33.28,34.4,32.32,50.73
"CONNOR.MURPHY","D","20152016","ARI",78,1332.28,17.08,36.06,418,508,483,29.67,36.05,34.28,46.39
"CONOR.SHEARY","F","20152016","PIT",44,393.93,8.95,17.82,121,125,73,37.93,39.18,22.88,62.37
"CORBAN.KNIGHT","F","20152016","FLA",20,189.3,9.46,20.17,49,48,56,32.03,31.37,36.6,46.67
"COREY.PERRY","F","20152016","ANA",82,1184.85,14.45,29.54,417,366,312,38.08,33.42,28.49,57.2
"CRAIG.CUNNINGHAM","F","20152016","ARI",10,98.23,9.82,20.74,18,31,39,20.45,35.23,44.32,31.58
"CRAIG.SMITH","F","20152016","NSH",82,1053.42,12.85,26.07,468,378,138,47.56,38.41,14.02,77.23
"CURTIS.LAZAR","F","20152016","OTT",75,864.23,11.52,23.02,188,304,250,25.34,40.97,33.69,42.92
"DAINIUS.ZUBRUS","F","20152016","S.J",50,523.67,10.47,21.39,115,182,126,27.19,43.03,29.79,47.72
"DALE.WEISE","F","20152016","CHI",15,133.85,8.92,17.94,51,45,26,41.8,36.89,21.31,66.23
"DALE.WEISE","F","20152016","MTL",55,680.7,12.38,25.33,209,236,166,34.21,38.63,27.17,55.73
"DALTON.PROUT","D","20152016","CBJ",64,946.88,14.8,30.11,307,328,309,32.52,34.75,32.73,49.84
"DAMON.SEVERSON","D","20152016","N.J",72,1140.98,15.85,32.58,300,344,233,34.21,39.22,26.57,56.29
"DAN.BOYLE","D","20152016","NYR",74,1164.4,15.74,31.13,374,352,253,38.2,35.96,25.84,59.65
"DAN.GIRARDI","D","20152016","NYR",74,1272,17.19,34.01,307,454,438,25.6,37.86,36.53,41.21
"DAN.HAMHUIS","D","20152016","VAN",58,983.9,16.96,34.77,323,327,304,33.86,34.28,31.87,51.52
"DANIEL.CARR","F","20152016","MTL",23,251.98,10.96,22.28,95,91,66,37.7,36.11,26.19,59.01
"DANIEL.CATENACCI","F","20152016","BUF",11,93.12,8.47,17.19,32,27,19,41.03,34.62,24.36,62.75
"DANIEL.PAILLE","F","20152016","NYR",12,114.58,9.55,19.08,14,39,43,14.58,40.62,44.79,24.56
"DANIEL.SEDIN","F","20152016","VAN",82,1151.3,14.04,28.22,431,489,294,35.5,40.28,24.22,59.45
"DANIEL.SPRONG","F","20152016","PIT",18,148.93,8.27,17.17,52,50,47,34.9,33.56,31.54,52.53
"DANIEL.WINNIK","F","20152016","TOR",56,671.45,11.99,24.6,164,249,233,25.39,38.54,36.07,41.31
"DANIEL.WINNIK","F","20152016","WSH",20,200.88,10.04,19.78,45,58,59,27.78,35.8,36.42,43.27
"DANNY.DEKEYSER","D","20152016","DET",78,1429.15,18.32,37.29,406,543,472,28.57,38.21,33.22,46.24
"DARNELL.NURSE","D","20152016","EDM",69,1206.9,17.49,35.6,326,359,372,30.84,33.96,35.19,46.7
"DARREN.DIETZ","D","20152016","MTL",13,181.85,13.99,27.62,59,64,54,33.33,36.16,30.51,52.21
"DARREN.HELM","F","20152016","DET",77,944.58,12.27,24.97,240,312,302,28.1,36.53,35.36,44.28
"DAVE.BOLLAND","F","20152016","FLA",25,278.07,11.12,22.54,91,102,118,29.26,32.8,37.94,43.54
"DAVE.DZIURZYNSKI","F","20152016","OTT",14,137.38,9.81,19.88,22,47,63,16.67,35.61,47.73,25.88
"DAVID.BACKES","F","20152016","STL",79,1140.67,14.44,29.08,325,429,520,25.51,33.67,40.82,38.46
"DAVID.CLARKSON","F","20152016","CBJ",23,204.53,8.89,18.22,43,70,40,28.1,45.75,26.14,51.81
"DAVID.DESHARNAIS","F","20152016","MTL",64,855.53,13.37,27.34,272,288,239,34.04,36.05,29.91,53.23
"DAVID.JONES","F","20152016","CGY",59,713.77,12.1,24.02,184,257,285,25.34,35.4,39.26,39.23
"DAVID.JONES","F","20152016","MIN",16,170.73,10.67,21.84,42,61,55,26.58,38.61,34.81,43.3
"DAVID.KREJCI","F","20152016","BOS",72,1084.85,15.07,30.35,342,357,335,33.08,34.53,32.4,50.52
"DAVID.LEGWAND","F","20152016","BUF",79,563.55,7.13,14.31,151,175,142,32.26,37.39,30.34,51.54
"DAVID.PASTRNAK","F","20152016","BOS",51,679.28,13.32,26.93,199,227,192,32.2,36.73,31.07,50.9
"DAVID.PERRON","F","20152016","ANA",28,338.85,12.1,24.91,92,128,93,29.39,40.89,29.71,49.73
