"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"AARON.JOHNSON","D","20092010","CGY",22,253.17,11.51,24.29,69,85,59,32.39,39.91,27.7,53.91
"AARON.JOHNSON","D","20092010","EDM",19,301.17,15.85,32.86,55,95,98,22.18,38.31,39.52,35.95
"AARON.ROME","D","20092010","VAN",49,665.23,13.58,29.22,142,214,185,26.25,39.56,34.2,43.43
"AARON.VOROS","F","20092010","NYR",41,247.82,6.04,12.82,49,94,50,25.39,48.7,25.91,49.49
"AARON.WARD","D","20092010","ANA",17,216.15,12.71,25.78,42,75,42,26.42,47.17,26.42,50
"AARON.WARD","D","20092010","CAR",59,897.58,15.21,32.81,228,292,247,29.73,38.07,32.2,48
"ADAM.BURISH","F","20092010","CHI",13,112.12,8.62,17.83,36,32,29,37.11,32.99,29.9,55.38
"ADAM.FOOTE","D","20092010","COL",67,1093.4,16.32,33.88,282,411,314,28,40.81,31.18,47.32
"ADAM.MAIR","F","20092010","BUF",69,617.9,8.96,18.74,167,216,168,30.31,39.2,30.49,49.85
"ADAM.MCQUAID","D","20092010","BOS",19,196.65,10.35,20.57,52,52,42,35.62,35.62,28.77,55.32
"ADAM.PARDY","D","20092010","CGY",57,818.77,14.36,29.67,226,283,179,32.85,41.13,26.02,55.8
"ADRIAN.AUCOIN","D","20092010","ARI",82,1326.65,16.18,34.19,340,409,325,31.66,38.08,30.26,51.13
"ALEC.MARTINEZ","D","20092010","L.A",4,59.18,14.8,30.89,15,11,18,34.09,25,40.91,45.45
"ALES.HEMSKY","F","20092010","EDM",22,298.77,13.58,28.71,71,117,99,24.74,40.77,34.49,41.76
"ALES.KOTALIK","F","20092010","CGY",26,315.67,12.14,25.53,94,118,87,31.44,39.46,29.1,51.93
"ALES.KOTALIK","F","20092010","NYR",45,450.43,10.01,21.01,112,135,113,31.11,37.5,31.39,49.78
"ALEX.BOLDUC","F","20092010","VAN",15,117.03,7.8,16.93,30,40,40,27.27,36.36,36.36,42.86
"ALEX.BURROWS","F","20092010","VAN",82,1102.92,13.45,28.88,374,404,286,35.15,37.97,26.88,56.67
"ALEX.EDLER","D","20092010","VAN",76,1272.62,16.74,35.91,418,450,352,34.26,36.89,28.85,54.29
"ALEXEI.PONIKAROVSKY","F","20092010","PIT",16,185.58,11.6,24.38,56,75,28,35.22,47.17,17.61,66.67
"ALEXEI.PONIKAROVSKY","F","20092010","TOR",61,809.3,13.27,27.75,255,315,237,31.6,39.03,29.37,51.83
"ALEX.FROLOV","F","20092010","L.A",81,1164.15,14.37,29.95,317,389,286,31.96,39.21,28.83,52.57
"ALEX.GIROUX","F","20092010","WSH",9,78.55,8.73,19.36,23,32,32,26.44,36.78,36.78,41.82
"ALEX.GOLIGOSKI","D","20092010","PIT",68,1081.7,15.91,33.84,319,381,289,32.25,38.52,29.22,52.47
"ALEX.KOVALEV","F","20092010","OTT",77,1120.18,14.55,30.18,299,340,264,33.11,37.65,29.24,53.11
"ALEX.OVECHKIN","F","20092010","WSH",72,1169.83,16.25,33.76,332,381,257,34.23,39.28,26.49,56.37
"ALEX.PICARD","D","20092010","CAR",9,116.57,12.95,26.8,21,54,43,17.8,45.76,36.44,32.81
"ALEX.PICARD","D","20092010","CBJ",9,63.82,7.09,14.29,17,18,6,41.46,43.9,14.63,73.91
"ALEX.PICARD","D","20092010","OTT",45,696.32,15.47,31.76,206,249,143,34.45,41.64,23.91,59.03
"ALEX.PIETRANGELO","D","20092010","STL",9,117.17,13.02,28.98,35,22,29,40.7,25.58,33.72,54.69
"ALEX.PLANTE","D","20092010","EDM",4,53.98,13.49,28.55,12,21,14,25.53,44.68,29.79,46.15
"ALEX.SEMIN","F","20092010","WSH",73,1054.37,14.44,29.9,309,395,259,32.09,41.02,26.9,54.4
"ALEX.STEEN","F","20092010","STL",68,824.38,12.12,25.72,231,263,270,30.24,34.42,35.34,46.11
"ALEX.SULZER","D","20092010","NSH",20,248,12.4,26.09,61,76,56,31.61,39.38,29.02,52.14
"ALEX.TANGUAY","F","20092010","T.B",80,1055.42,13.19,28.27,312,365,241,33.99,39.76,26.25,56.42
"ANDERS.ERIKSSON","D","20092010","ARI",12,154.63,12.89,28.15,28,43,33,26.92,41.35,31.73,45.9
"ANDERS.ERIKSSON","D","20092010","NYR",8,96.67,12.08,25.44,34,27,27,38.64,30.68,30.68,55.74
"ANDREAS.LILJA","D","20092010","DET",20,243.75,12.19,24.17,83,82,49,38.79,38.32,22.9,62.88
"ANDREAS.NODL","F","20092010","PHI",10,78.85,7.88,17.54,14,20,17,27.45,39.22,33.33,45.16
"ANDREAS.THURESSON","F","20092010","NSH",22,207.68,9.44,19.25,59,55,51,35.76,33.33,30.91,53.64
"ANDREI.KOSTITSYN","F","20092010","MTL",59,794.57,13.47,27.64,193,278,237,27.26,39.27,33.47,44.88
"ANDREI.MARKOV","D","20092010","MTL",45,794.08,17.65,35.76,237,270,226,32.33,36.83,30.83,51.19
