ESPNPower,RPI,PenaltyKill_PostAllStar
-11,0.007000000000000006,8.599999999999994
-10,0.006000000000000005,-0.7000000000000028
-16,0.006000000000000005,-2.4000000000000057
-5,-0.006000000000000005,7.8999999999999915
7,0.02400000000000002,0.10000000000000853
43,0.0030000000000000027,0.5999999999999943
13,-0.0010000000000000009,-2.3999999999999915
18,0.014000000000000012,-2.5
-17,0.018000000000000016,2.5999999999999943
4,0.015000000000000013,3.1999999999999886
-30,-0.0030000000000000027,10
-22,0.0040000000000000036,-9.200000000000003
12,0.038000000000000034,4
33,0.0030000000000000027,1
4,0.019999999999999907,3.5999999999999943
31,0.009000000000000008,-6.800000000000011
-3,0.017999999999999905,3.700000000000003
26,0.0050000000000000044,-0.5
-44,-0.010000000000000009,-1.0999999999999943
-19,0.01100000000000001,0.09999999999999432
-5,0.006999999999999895,10.400000000000006
-24,0.0040000000000000036,9
70,0.02200000000000002,7.400000000000006
-17,0.016999999999999904,8.299999999999997
42,0.030999999999999917,3.9000000000000057
48,0.02200000000000002,-7.099999999999994
-7,0.010000000000000009,6.1000000000000085
17,0.01200000000000001,6.300000000000011
21,0.0040000000000000036,-2.299999999999997
10,0.03400000000000003,-1.5
24,0.019000000000000017,1.9000000000000057
33,0.016000000000000014,-2.8999999999999915
-17,0.0020000000000000018,-3.1000000000000085
26,0.0010000000000000009,-12.299999999999997
-13,0.007000000000000006,6
-10,0.006000000000000005,-0.20000000000000284
20,0.013000000000000012,-7.299999999999997
37,0.010000000000000009,-9
5,0.01100000000000001,0.5999999999999943
13,0.007000000000000006,0
67,0.04400000000000004,-2.8999999999999915
-27,0.010000000000000009,3.799999999999997
-45,0.0050000000000000044,5.699999999999989
33,0.007000000000000006,-2.5999999999999943
29,0.02399999999999991,-1.2999999999999972
40,0.0119999999999999,4.700000000000003
30,0.009999999999999898,2.5999999999999943
25,0,-7.099999999999994
1,0.01200000000000001,-8.399999999999991
-17,0.006000000000000005,-2.9000000000000057
37,0.007999999999999896,3.0999999999999943
29,0.014999999999999902,-2.299999999999997
14,0.01100000000000001,-3.299999999999997
42,0.0020000000000000018,-5.299999999999997
12,0.013000000000000012,-3.5999999999999943
