GAR_max,GAR_mean,GAR_median,GAR_sd,WAR_max,WAR_mean,WAR_median,WAR_sd
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-7.899999999999999,2.07987117552335,1.6,-0.28246958619360907,-1.4999999999999996,0.39838969404186797,0.3,-0.04771640570992153
7.800000000000001,1.2237142857142858,1.5999999999999999,1.6156238682539668,1.4999999999999996,0.22199999999999998,0.35,0.3138546718662314
9.099999999999998,0.9248677248677244,-0.7000000000000002,2.823388394859922,1.7000000000000002,0.18478835978835972,-0.10000000000000003,0.5260966977252268
5,-0.21666666666666634,-1.15,1.2806091146702494,0.9000000000000001,-0.04545454545454547,-0.25,0.23597789026957283
23.9,1.5663333333333336,-2,5.849871215976423,4.6,0.2898333333333334,-0.39999999999999997,1.1326724362702374
-6,0.37056856187290954,2.5500000000000003,-1.8793814700704239,-1.2000000000000002,0.07173913043478264,0.45,-0.3711449407107248
2.299999999999997,1.430238726790451,0.15000000000000013,0.5337882655654722,0.40000000000000036,0.27586206896551724,0.04999999999999999,0.10145396727940081
-2.5,-1.7178571428571427,0.6,-1.1863444193231176,-0.5,-0.3285714285714285,0.15000000000000002,-0.23249236919049365
-0.3000000000000007,1.7677018633540373,0.8999999999999999,0.6567275354882804,-0.10000000000000009,0.3498447204968944,0.19999999999999996,0.11532078526765122
14.9,1.369047619047619,0.3500000000000001,2.9722628032591514,2.8,0.25,0.04999999999999999,0.5626045627258169
16.699999999999996,2.145931034482759,-0.19999999999999996,4.759694643075515,3.2,0.41986206896551725,0,0.9235841658459076
-0.8999999999999986,0.24230769230769234,2.35,-0.5162992411346377,-0.20000000000000018,0.050000000000000044,0.45,-0.10278185661656747
4.899999999999999,0.8642857142857139,0.2999999999999998,1.5189916222716793,0.8999999999999995,0.1607142857142857,0.04999999999999999,0.27890336230338275
15.399999999999999,1.2580000000000005,1.4,3.929191824525234,3,0.2440000000000001,0.3,0.7691166088329107
12.299999999999997,0.9722857142857149,-0.8999999999999999,3.298049759165531,2.4000000000000004,0.19400000000000006,-0.15000000000000002,0.6423852516154607
3.599999999999998,1.5090659340659345,0.6000000000000005,1.5239446171490814,0.7000000000000002,0.28956043956043953,0.10000000000000003,0.27679733044308197
6.100000000000001,3.359310344827586,1.3,2.244984029192345,1.2000000000000002,0.6260689655172413,0.30000000000000004,0.41232252175397077
-1.9999999999999982,0.911063218390805,-0.7999999999999998,3.062651192342498,-0.3999999999999999,0.1617816091954023,-0.09999999999999998,0.5654980487834514
8.3,1.484605911330049,-0.20000000000000018,0.8588596562674846,1.6,0.26416256157635465,-0.04999999999999999,0.1675969630639046
1.4000000000000021,2.347431302270013,1.4999999999999998,1.3314033073315548,0.30000000000000027,0.43440860215053767,0.30000000000000004,0.25294769383690485
14.299999999999999,2.9517857142857142,4.35,3.318108415147612,2.6,0.5458333333333334,0.8,0.6014051063789257
5.5,0.9925287356321841,1.15,1.4267860428197459,0.9999999999999998,0.1795977011494253,0.25000000000000006,0.2733550276580874
0.9999999999999982,0.41153846153846185,0.44999999999999996,-0.5060750094626547,0.20000000000000018,0.07307692307692315,0.09999999999999998,-0.09553334672440972
3.8000000000000007,1.9338196286472153,0.5000000000000004,2.37998123391304,0.7000000000000002,0.3572944297082228,0.15000000000000002,0.4361446656627751
-2.8000000000000007,-0.25172413793103443,-1.2999999999999998,0.942184790744971,-0.5,-0.04137931034482756,-0.2,0.16454825411374596
9.7,4.21733870967742,4.9,2.122624815540827,1.8000000000000003,0.7885752688172043,0.9500000000000001,0.3909337933227146
-1.3999999999999986,0.6743589743589742,1.2999999999999998,0.3138782829717055,-0.30000000000000027,0.1301282051282051,0.25000000000000006,0.06513808457411807
3.700000000000003,1.1379310344827585,0.3999999999999999,0.8423330053585829,0.7000000000000002,0.2068965517241379,0.10000000000000003,0.1582131236579215
11.5,2.7201923076923076,3.95,2.5220467203093895,2.1,0.5092948717948718,0.75,0.4619275553865594
6.799999999999997,2.2314655172413795,3.4000000000000004,2.494580434286889,1.2000000000000002,0.4173850574712644,0.65,0.45040538741046743
13.499999999999998,1.886774193548387,-0.2999999999999998,2.3338426908389938,2.6,0.3562365591397849,-0.04999999999999999,0.4456817537400184
5.300000000000001,-0.43918269230769225,-0.10000000000000009,0.11720690167526282,0.9999999999999996,-0.07788461538461544,5.551115123125783e-17,0.02135785163813475
-2.4000000000000004,-0.004461538461538073,-0.7999999999999998,-1.1832689664447793,-0.3999999999999999,-0.0032307692307692593,-0.19999999999999996,-0.2177987868906327
11.8,-0.19128571428571428,-1.6,2.011429998138227,2.3,-0.02757142857142858,-0.35,0.3925621888624782
