ELORating,ELORating_Q4,ELORating.Playoffs
69.36439111990785,41.67961894462246,69.36439111990785
-1.6596303631931733,-41.955687591706464,-1.6596303631931733
23.992586908289695,45.707553660886106,23.992586908289695
54.13374418296348,24.87939352177773,54.13374418296348
88.19805198397421,62.50502945961125,88.19805198397421
15.914067834206435,18.226389533132533,15.914067834206435
1.1138580101912794,-14.056084481124572,1.1138580101912794
-20.342552131787897,-24.234392661754327,-20.342552131787897
-6.721411162822278,-8.045966609732886,-6.721411162822278
-16.632386572531914,-47.90559530698738,-16.632386572531914
42.60585668960448,49.095776821618756,42.60585668960448
25.89208261552517,37.856835456886756,25.89208261552517
-49.635356644591866,-45.05463835622072,-49.635356644591866
36.01157946528451,38.6772652318391,36.01157946528451
6.461469610929953,-12.783059829971762,6.461469610929953
53.531180446784674,32.44763811557414,53.531180446784674
34.090199932094265,8.364360821485661,34.090199932094265
-20.503597787516355,-21.828843127471146,-20.503597787516355
40.678298600383414,33.10629321272859,40.678298600383414
44.99445765510791,39.00961972640539,44.99445765510791
-13.407428402110781,-27.70458809023671,-13.407428402110781
17.84047094315156,14.093947056872139,17.84047094315156
-3.874373074265577,-20.71382475304904,-3.874373074265577
28.999195619223883,0.3202755590050401,28.999195619223883
-54.19420835521623,-57.78725965980402,-54.19420835521623
11.779938446461301,4.861878412054693,11.779938446461301
-2.9861751032417487,-13.102448505778057,-2.9861751032417487
-32.39618342970357,-28.663209143767972,-32.39618342970357
18.81471499671602,12.450833497508711,18.81471499671602
-29.0654078587645,-32.42599918700057,-29.0654078587645
53.484822992526006,42.69816598505963,53.484822992526006
43.03066430316835,46.41947213397066,43.03066430316835
30.719780959513855,51.15397933790814,30.719780959513855
-16.458417453648735,-28.254608293585534,-16.458417453648735
55.03119981754253,18.84262747541834,55.03119981754253
34.544503935102966,20.61544382809143,34.544503935102966
14.78247645683632,7.895282333754267,14.78247645683632
18.095207439555452,22.23676582577059,18.095207439555452
43.29066028808711,46.98587332475404,32.55042180122132
13.972212717489128,-2.042229240545339,18.025447208507785
52.27243154930375,4.756822736276945,45.172222562555135
17.892692498442784,27.687749924845548,7.550413034623261
